C,class_weight,degree,gamma,kernel,accuracy_tr,accuracy_val,log_accuracy_tr,log_accuracy_val
0.1,,3,1.0,poly,0.9994037627159067,0.9984956888644285,7.424871842457389,6.499420202794058
10.0,balanced,4,0.1,poly,0.9993028610216755,0.998422307833425,7.268525772066717,6.451792153804784
0.1,balanced,3,1.0,poly,0.9993762440720254,0.998422307833425,7.379751407176829,6.451792153804784
10.0,,4,0.1,poly,0.9993395525468505,0.9983856173179233,7.32259299333694,6.4288026355801104
1.0,balanced,4,0.1,poly,0.998890081363457,0.9983856173179233,6.803468566756237,6.4288026355801104
10.0,balanced,3,0.1,poly,0.9990643661080382,0.9982388552559164,6.974286299068724,6.34179125859051
0.1,,2,1.0,poly,0.9986882779749947,0.9982388552559164,6.636414482093102,6.34179125859051
10.0,,2,0.1,poly,0.9986882779749947,0.9982388552559164,6.636414482093102,6.34179125859051
1.0,balanced,2,1.0,poly,0.9989542915325132,0.9982388552559164,6.8630606639585,6.34179125859051
1.0,,4,0.1,poly,0.9988166983131072,0.9982021647404146,6.73944670799137,6.321171971387734
10.0,,3,0.1,poly,0.999000155938982,0.9981654742249129,6.907911230123832,6.300969264070237
10.0,balanced,2,0.1,poly,0.9986332406872322,0.9980920931939093,6.5953128064075495,6.2617485509169395
0.1,balanced,2,1.0,poly,0.9986332406872322,0.9980920931939093,6.5953128064075495,6.2617485509169395
1.0,balanced,3,0.1,poly,0.9986607593311135,0.9980920931939093,6.615652490644714,6.2617485509169395
10.0,,2,1.0,poly,0.9992478237339131,0.9980554026784076,7.192539865088791,6.2427003559462655
10.0,balanced,2,1.0,poly,0.9991836135648569,0.9980554026784076,7.110622742620878,6.2427003559462655
1.0,,2,0.1,poly,0.9985139932304136,0.9980187121629059,6.511662777120611,6.224008222934133
1.0,,2,1.0,poly,0.9990276745828632,0.9979820216474041,6.935820018240966,6.205659084265901
1.0,balanced,2,0.1,poly,0.9984589559426511,0.9979453311319024,6.475295132949736,6.187640578763243
1.0,,3,1.0,poly,0.999605566104369,0.9979453311319024,7.838058996659385,6.187640578763243
1.0,,3,0.1,poly,0.9986332406872322,0.9978352595853972,6.5953128064075495,6.135454825592676
10.0,balanced,3,1.0,poly,0.9997890237302439,0.9977985690698954,8.463764896423934,6.118647707276262
1.0,balanced,3,1.0,poly,0.9995963932230753,0.9977985690698954,7.815069478434642,6.118647707276262
10.0,,3,1.0,poly,0.9997615050863626,0.9977618785543937,8.341162574331358,6.102118405325069
1.0,,4,1.0,poly,0.9998257152554189,0.9976518070078885,8.654820133186448,6.054109186138713
1.0,balanced,4,1.0,poly,0.9998165423741251,0.9976518070078885,8.603526838798802,6.054109186138713
0.1,balanced,4,0.1,poly,0.9983397084858325,0.9976518070078885,6.400762081087225,6.054109186138713
0.1,balanced,3,0.1,poly,0.9981379050973701,0.9976518070078885,6.286053133311218,6.054109186138713
0.1,,2,0.1,poly,0.9981012135721952,0.9976151164923868,6.266540319087655,6.038604999602764
10.0,,2,0.01,poly,0.9981012135721952,0.9976151164923868,6.266540319087655,6.038604999602764
0.1,,4,0.1,poly,0.9983855728923012,0.9976151164923868,6.428775117314889,6.038604999602764
0.1,,4,1.0,poly,0.9997431593237752,0.9975417354613832,8.267054602177936,6.008299650107422
0.1,,3,0.1,poly,0.998247979672895,0.9975417354613832,6.346985684306376,6.008299650107422
0.1,balanced,4,1.0,poly,0.9997706779676564,0.9974683544303797,8.380383287484714,5.978885764901117
10.0,balanced,4,1.0,poly,0.9998990983057688,0.997431663914878,9.201363839554809,5.964497027449033
10.0,balanced,2,0.01,poly,0.9976609152700955,0.9972482113373693,6.057995567194593,5.8955041559620724
0.1,balanced,2,0.1,poly,0.9976609152700955,0.9972482113373693,6.057995567194593,5.8955041559620724
10.0,,4,1.0,poly,0.9999174440683564,0.9971748303063658,9.402034535017448,5.869186847644688
10.0,,3,0.01,poly,0.9972664813744645,0.996991377728857,5.902165625847604,5.806273022234112
10.0,balanced,3,0.01,poly,0.9968445288349523,0.9965144010273345,5.75861745497962,5.659115377897849
10.0,,4,0.01,poly,0.9964042305328527,0.9960007338103101,5.627997272562553,5.521644387269246
10.0,balanced,4,0.01,poly,0.9956153627415908,0.9955604476242891,5.429648379861573,5.417201723901631
1.0,,2,0.01,poly,0.9954594237595972,0.9951935424692717,5.3947013497843415,5.337794946297235
1.0,balanced,2,0.01,poly,0.994358678004348,0.9942395890662263,5.177636844546507,5.156746464150066
1.0,,3,0.01,poly,0.9929735729289927,0.9923683727756375,4.958076942612425,4.875454189797063
1.0,balanced,3,0.01,poly,0.9906253153177945,0.9896532746285085,4.669742341589377,4.571085198560264
0.1,,2,0.01,poly,0.9869561628002972,0.9855439368923133,4.339439501989834,4.236641360200448
0.1,balanced,2,0.01,poly,0.9831494170633938,0.9822417904971564,4.083370027137895,4.030907362781747
1.0,balanced,4,0.01,poly,0.9819385967326196,0.9819849568886443,4.013978033713893,4.016548141703861
1.0,,4,0.01,poly,0.9780768137079539,0.9789029535864979,3.8202104674274673,3.8586222287010323
0.1,balanced,3,0.01,poly,0.9728757900144014,0.9735461383232434,3.607328592500543,3.632353132213432
0.1,,3,0.01,poly,0.9601988680664484,0.9605210053201247,3.2238599265546717,3.2319865287766514
0.1,balanced,4,0.01,poly,0.8440426722437785,0.8464868831407081,1.8581728491757175,1.873969263753622
0.1,,4,0.01,poly,0.7135584358402818,0.7152449091909742,1.2502207281694435,1.2561257986442425
