C,class_weight,degree,gamma,kernel,accuracy_tr,accuracy_val,log_accuracy_tr,log_accuracy_val
10.0,,4,0.1,poly,0.9991041968378148,0.9989847715736041,7.017789854184822,6.89264164117213
1.0,,3,1.0,poly,0.9995222383135013,0.9989250522544043,7.646398513607304,6.83548322733215
0.1,,3,1.0,poly,0.9992087072067365,0.9988056136160047,7.141842502854887,6.730122711674273
1.0,balanced,3,1.0,poly,0.9991639170486272,0.9986861749776053,7.086782725671782,6.63481253186999
0.1,,4,1.0,poly,0.9997163289986414,0.9986861749776053,8.167695437240553,6.63481253186999
10.0,balanced,3,1.0,poly,0.9996118186297198,0.9986264556584055,7.854037878385602,6.590360769299134
10.0,,3,1.0,poly,0.9997461891040476,0.9985667363392058,8.278921072350801,6.547801154880395
10.0,,3,0.1,poly,0.9987458755729408,0.9985667363392058,6.6813176175636615,6.547801154880395
1.0,,4,1.0,poly,0.9998208393675629,0.998507017020006,8.627227766618798,6.506979160360118
0.1,balanced,4,1.0,poly,0.9995819585243136,0.998507017020006,7.77992990623186,6.506979160360118
1.0,,2,1.0,poly,0.9986413652040191,0.998507017020006,6.601274909890071,6.506979160360118
1.0,,4,0.1,poly,0.9986413652040191,0.9983875783816064,6.601274909890071,6.430018119223952
10.0,,2,1.0,poly,0.9989399662580809,0.9983875783816064,6.84945453936564,6.430018119223952
10.0,,4,1.0,poly,0.9999253497364846,0.9983875783816064,9.502696503973441,6.430018119223952
1.0,balanced,4,1.0,poly,0.9997909792621568,0.9983278590624067,8.47307708679154,6.393650475053126
0.1,balanced,3,1.0,poly,0.9984174144134729,0.9981487011048074,6.4486953222948715,6.291867780743132
1.0,,3,0.1,poly,0.9984024843607698,0.9981487011048074,6.4393055819450655,6.291867780743132
10.0,,2,0.1,poly,0.9984920646769883,0.9980889817856077,6.4970138995656495,6.260119082428595
10.0,balanced,4,1.0,poly,0.9999104196837815,0.9980889817856077,9.320374947178744,6.260119082428595
0.1,,2,1.0,poly,0.9984920646769883,0.9980889817856077,6.4970138995656495,6.260119082428595
0.1,,3,0.1,poly,0.9976261216202094,0.9980889817856077,6.043230214186731,6.260119082428595
1.0,,2,0.1,poly,0.9981486734648173,0.9980292624664079,6.291852850801882,6.229347423761825
0.1,,4,0.1,poly,0.9977306319891309,0.9978501045088086,6.088253895560669,6.142336046772205
10.0,balanced,4,0.1,poly,0.9977604920945371,0.9976112272320096,6.101499122310691,6.036975531114374
10.0,balanced,2,1.0,poly,0.9971184998283044,0.9973723499552105,5.8494442275020475,5.941665351310045
0.1,,2,0.1,poly,0.9966705982472118,0.997252911316811,5.704962644946829,5.89721358873923
10.0,,2,0.01,poly,0.9966705982472118,0.997252911316811,5.704962644946829,5.89721358873923
10.0,balanced,3,0.1,poly,0.9962973469296347,0.9968348760824126,5.598705670241966,5.7555630716761685
1.0,balanced,2,1.0,poly,0.9961032562444946,0.9962974022096148,5.547614009084262,5.598720600183217
1.0,balanced,4,0.1,poly,0.9952223831350124,0.9955807703792177,5.3438134206131656,5.421789892024131
10.0,,3,0.01,poly,0.9940279789187656,0.9950432965064199,5.120669869298965,5.307014377431716
0.1,balanced,2,1.0,poly,0.9941175592349841,0.9942072260376231,5.135783507109015,5.151144006724914
10.0,balanced,2,0.1,poly,0.9941175592349841,0.9942072260376231,5.135783507109015,5.151144006724914
1.0,balanced,3,0.1,poly,0.993415846757939,0.9936100328456255,5.023089540960096,5.053026150766397
0.1,balanced,4,0.1,poly,0.9914749399065379,0.991997611227232,4.764745206750938,4.828015185277387
1.0,balanced,2,0.1,poly,0.9909673181146329,0.9913406987160346,4.706905958376098,4.749121242807725
0.1,balanced,3,0.1,poly,0.9900267247943385,0.9909823828008361,4.6078462428702975,4.708575148413379
0.1,balanced,4,0.01,poly,0.9894444527389181,0.9899671543744402,4.551103750510368,4.601891005825049
10.0,balanced,2,0.01,poly,0.9891757117902626,0.9896088384592415,4.525962761552273,4.566799686013772
0.1,balanced,2,0.1,poly,0.9891906418429657,0.9896088384592415,4.527343024021226,4.566799686013772
10.0,balanced,3,0.01,poly,0.986622672778035,0.986981188414452,4.314194003432017,4.341359922439213
1.0,,2,0.01,poly,0.9862195613550516,0.9861451179456554,4.284505181904096,4.2791176135619935
0.1,,2,0.01,poly,0.985935890353693,0.9859062406688563,4.264129141830585,4.262023180202693
10.0,,4,0.01,poly,0.985935890353693,0.9859062406688563,4.264129141830585,4.262023180202693
1.0,,4,0.01,poly,0.985935890353693,0.9859062406688563,4.264129141830585,4.262023180202693
1.0,,3,0.01,poly,0.985935890353693,0.9859062406688563,4.264129141830585,4.262023180202693
0.1,,4,0.01,poly,0.985935890353693,0.9859062406688563,4.264129141830585,4.262023180202693
0.1,,3,0.01,poly,0.985935890353693,0.9859062406688563,4.264129141830585,4.262023180202693
10.0,balanced,4,0.01,poly,0.9824571880738739,0.9823230815168708,4.043110989828688,4.035495530904247
1.0,balanced,2,0.01,poly,0.9814270144373609,0.981248133771275,3.9860471431078173,3.976461999320049
1.0,balanced,4,0.01,poly,0.9787097448453993,0.97999402806808,3.8495058154327033,3.9117244534032376
1.0,balanced,3,0.01,poly,0.9753355529345018,0.9756345177664975,3.702392462326019,3.714587810824143
0.1,balanced,3,0.01,poly,0.9707818868600606,0.9705583756345177,3.5329664490108685,3.525345811185614
0.1,balanced,2,0.01,poly,0.967034443631586,0.9669752164825322,3.412292009009957,3.4104969837059715
