class_weight,max_depth,n_estimators,accuracy_tr,accuracy_val,log_accuracy_tr,log_accuracy_val
balanced,,100,0.9999952058143883,0.9998465875314017,-12.248106705195777,-8.782380390728381
balanced,21.0,100,0.9999904116287767,0.9998465875314017,-11.55495952464741,-8.782380390728381
balanced,24.0,100,0.9999952058143883,0.9998465875314017,-12.248106705195777,-8.782380390728381
,21.0,50,0.9999952058143883,0.9998465875314017,-12.248106705195777,-8.782380390728381
,21.0,100,0.9999952058143883,0.9998465875314017,-12.248106705195777,-8.782380390728381
balanced,20.0,50,0.9999904116287767,0.9998465875314017,-11.55495952464741,-8.782380390728381
balanced,20.0,100,0.9999904116287767,0.9998465875314017,-11.55495952464741,-8.782380390728381
balanced,19.0,100,0.9999760290719415,0.9998465875314017,-10.638668792766307,-8.782380390728381
,23.0,100,0.9999952058143883,0.9998465875314017,-12.248106705195777,-8.782380390728381
balanced,21.0,50,0.9999808232575532,0.9998465875314017,-10.861812344081676,-8.782380390728381
balanced,19.0,50,0.9999760290719415,0.9998465875314017,-10.638668792766307,-8.782380390728381
balanced,22.0,50,0.9999952058143883,0.9998465875314017,-12.248106705195777,-8.782380390728381
balanced,23.0,100,0.9999952058143883,0.9998465875314017,-12.248106705195777,-8.782380390728381
balanced,23.0,50,0.9999952058143883,0.9998465875314017,-12.248106705195777,-8.782380390728381
balanced,22.0,100,0.9999952058143883,0.9998465875314017,-12.248106705195777,-8.782380390728381
,22.0,100,0.9999952058143883,0.9998274109728268,-12.248106705195777,-8.664597355071596
balanced,18.0,100,0.9999712348863299,0.9998274109728268,-10.456347235975441,-8.664597355071596
balanced,18.0,50,0.9999664407007182,0.9998274109728268,-10.302196556147079,-8.664597355071596
balanced,24.0,50,0.9999904116287767,0.9998274109728268,-11.55495952464741,-8.664597355071596
,23.0,50,0.9999952058143883,0.9998274109728268,-12.248106705195777,-8.664597355071596
balanced,,50,0.9999904116287767,0.9998274109728268,-11.55495952464741,-8.664597355071596
,,100,0.9999952058143883,0.9998274109728268,-12.248106705195777,-8.664597355071596
,24.0,100,0.9999952058143883,0.9998274109728268,-12.248106705195777,-8.664597355071596
balanced,17.0,50,0.9999184988446013,0.9997890578556772,-9.41489336114637,-8.463926659609387
,24.0,50,0.9999952058143883,0.9997890578556772,-12.248106705195777,-8.463926659609387
balanced,17.0,100,0.9999280872158246,0.9997890578556772,-9.540056504099741,-8.463926659609387
,,50,0.9999952058143883,0.9997890578556772,-12.248106705195777,-8.463926659609387
,22.0,50,0.9999952058143883,0.9997890578556772,-12.248106705195777,-8.463926659609387
balanced,16.0,100,0.9998849395453194,0.9997890578556772,-9.070052874854586,-8.463926659609387
,22.0,6,0.9999616465151064,0.9997698812971024,-10.16866516352173,-8.376915282619976
,24.0,6,0.9999616465151064,0.9997698812971024,-10.16866516352173,-8.376915282619976
,,6,0.9999616465151064,0.9997698812971024,-10.16866516352173,-8.376915282619976
,23.0,6,0.9999616465151064,0.9997698812971024,-10.16866516352173,-8.376915282619976
balanced,15.0,100,0.999813026761144,0.9997507047385277,-8.584545059072662,-8.296872574946624
,20.0,100,0.9999856174431649,0.9997507047385277,-11.149494416535386,-8.296872574946624
,19.0,100,0.9999760290719415,0.9997507047385277,-10.638668792766307,-8.296872574946624
balanced,15.0,50,0.9998082325755324,0.9997507047385277,-8.559227251088787,-8.296872574946624
,18.0,100,0.9999760290719415,0.9997507047385277,-10.638668792766307,-8.296872574946624
balanced,16.0,50,0.9998801453597077,0.9997507047385277,-9.02923088033406,-8.296872574946624
,18.0,50,0.9999712348863299,0.9997315281799528,-10.456347235975441,-8.22276460279265
balanced,18.0,6,0.9999280872158246,0.9997315281799528,-9.540056504099741,-8.22276460279265
balanced,21.0,6,0.9999520581438831,0.9997315281799528,-9.945521612208678,-8.22276460279265
balanced,21.0,10,0.9999472639582714,0.9997123516213781,-9.850211432403722,-8.153771731305863
balanced,18.0,10,0.9999184988446013,0.9997123516213781,-9.41489336114637,-8.153771731305863
,20.0,50,0.9999760290719415,0.9997123516213781,-10.638668792766307,-8.153771731305863
,17.0,100,0.9999664407007182,0.9997123516213781,-10.302196556147079,-8.153771731305863
balanced,18.0,8,0.9999184988446013,0.9997123516213781,-9.41489336114637,-8.153771731305863
balanced,21.0,8,0.9999424697726598,0.9996931750628032,-9.763200055415496,-8.089233210168075
