class_weight,dropout_rate,l2_alpha,number_of_hidden1_layers,number_of_hidden2_layers,sgd_learnrate,accuracy_tr,accuracy_val,log_accuracy_tr,log_accuracy_val
[ 0.50713542 35.53650255],0.0,0.0,40,80,0.001,0.998776912689209,0.9981940746307373,6.706377034153982,6.316682148615991
,0.0,0.0,40,80,0.001,0.9987649917602539,0.9980889558792114,6.696677637065268,6.260105526189069
[ 0.50713542 35.53650255],0.0,0.0,20,80,0.001,0.9986933469772339,0.9979743123054504,6.640286355663019,6.201846033828718
,0.1,0.0,40,80,0.001,0.998507022857666,0.9979742884635925,6.506983070432446,6.201834264138014
[ 0.50713542 35.53650255],0.1,0.0,40,80,0.001,0.9984568357467651,0.9979647517204284,6.473920260693104,6.19713746282607
,0.1,0.0,20,80,0.001,0.9981797933578491,0.9979647517204284,6.308805244695231,6.19713746282607
,0.1,0.0,40,40,0.001,0.9983302354812622,0.9979551911354065,6.3950726692396955,6.192450958601947
[ 0.50713542 35.53650255],0.1,0.0,40,40,0.001,0.9983111619949341,0.9979265213012696,6.383714557499391,6.178527551429028
,0.2,0.0,40,80,0.001,0.9982681274414062,0.9979169726371765,6.358552052037668,6.173932980532497
[ 0.50713542 35.53650255],0.1,0.0,20,80,0.001,0.9981773495674133,0.9979169726371765,6.3074635556021645,6.173932980532497
,0.0,0.0,40,0,0.01,0.9983350038528442,0.9979169726371765,6.397932469572971,6.173932980532497
[ 0.50713542 35.53650255],0.2,0.0,40,80,0.001,0.9982776641845703,0.9979169607162476,6.364073877221975,6.173927257662498
[ 0.50713542 35.53650255],0.1,0.0,20,40,0.001,0.9980651140213013,0.9978883028030395,6.247706879973672,6.160263296068255
,0.2,0.0,40,0,0.01,0.9978524446487427,0.9978787541389466,6.143425129696548,6.155751692600561
,0.1,0.0,40,0,0.01,0.9980148077011108,0.9978787541389466,6.222039493520471,6.155751692600561
,0.0,0.0,40,40,0.01,0.9983517527580261,0.9978214263916015,6.408042833277967,6.129084924408188
,0.2,0.0,40,40,0.001,0.9981749653816223,0.9978023171424866,6.306156323153517,6.12035172025663
