class_weight,dropout_rate,l2_alpha,number_of_hidden1_layers,number_of_hidden2_layers,sgd_learnrate,accuracy_tr,accuracy_val,log_accuracy_tr,log_accuracy_val
,0.1,0.0,20,40,0.001,0.9981295466423035,0.9977832078933716,6.281574440227935,6.111694125127188
[ 0.50713542 35.53650255],0.0,0.0,20,80,0.01,0.9982466697692871,0.9977831959724426,6.346238310457579,6.111688747583243
[ 0.50713542 35.53650255],0.0,0.0,40,0,0.01,0.9983636736869812,0.9977736353874207,6.4153016028552,6.107385242336645
[ 0.50713542 35.53650255],0.1,0.0,40,0,0.01,0.9980028867721558,0.9977449655532837,6.21605252718521,6.094590030438507
,0.0,0.0,20,0,0.01,0.9982059597969055,0.9977354168891907,6.323285105844965,6.09036459402553
,0.2,0.0,20,80,0.001,0.9979003071784973,0.9977258563041687,6.1659642204269725,6.086151694871291
,0.0,0.0,20,80,0.001,0.9986264109611511,0.9977163076400757,6.590328228284079,6.0819616898136415
[ 0.50713542 35.53650255],0.1,0.0,40,40,0.01,0.9981152415275574,0.9977067589759827,6.273955597621854,6.077789167670345
[ 0.50713542 35.53650255],0.2,0.0,40,40,0.001,0.99822998046875,0.9977067589759827,6.33676469785276,6.077789167670345
,0.0,0.0,40,80,0.01,0.9983230829238892,0.9977067470550537,6.390798245121046,6.077783969395104
[ 0.50713542 35.53650255],0.2,0.0,20,80,0.001,0.9979289174079895,0.9976971983909607,6.179683817107731,6.073628806431196
[ 0.50713542 35.53650255],0.0,0.0,20,40,0.001,0.998502254486084,0.9976780891418457,6.5037942922202046,6.065364786557804
,0.1,0.0,40,0,0.001,0.9980436563491821,0.9976685285568238,6.236678032199114,6.0612556900532955
[ 0.50713542 35.53650255],0.0,0.0,40,40,0.001,0.99867182970047,0.9976494312286377,6.62395299855172,6.053097949743756
[ 0.50713542 35.53650255],0.1,0.0,40,0,0.001,0.9979790449142456,0.9976494193077088,6.204185064580789,6.053092878248368
,0.1,0.0,40,80,0.01,0.9979742765426636,0.9976398587226868,6.2018283793446365,6.0490337984680425
,0.0,0.0,20,40,0.001,0.9985308647155762,0.9976302981376648,6.523081293162184,6.044991128231175
[ 0.50713542 35.53650255],0.2,0.0,40,0,0.001,0.9979528188705444,0.9976207494735718,6.19129149089488,6.040969745753811
,0.2,0.0,20,40,0.001,0.9978595972061157,0.9976112008094787,6.146761246218559,6.036964470043579
[ 0.50713542 35.53650255],0.1,0.0,20,80,0.01,0.9977998733520508,0.9976112008094787,6.119240353025153,6.036964470043579
,0.1,0.0,20,80,0.01,0.9978452920913696,0.9976016521453858,6.140100105851777,6.032975172590857
,0.0,0.0,20,40,0.01,0.9983373880386353,0.9976016402244567,6.399365442520048,6.032970202127806
,0.0,0.0,40,0,0.001,0.9982824325561523,0.9975920915603638,6.36684626602295,6.028996775665352
[ 0.50713542 35.53650255],0.2,0.0,20,40,0.001,0.9979049563407898,0.9975729823112488,6.168180886106705,6.021092063944827
[ 0.50713542 35.53650255],0.0,0.0,20,40,0.01,0.9980841875076294,0.9975729703903198,6.257613468329672,6.021087152196634
[ 0.50713542 35.53650255],0.1,0.0,40,80,0.01,0.9981127977371216,0.9975634217262268,6.272659830804964,6.0171605706998275
[ 0.50713542 35.53650255],0.0,0.0,40,80,0.01,0.9982800483703613,0.9975634217262268,6.365459110855313,6.0171605706998275
,0.1,0.0,40,40,0.01,0.9980889558792114,0.9975538730621338,6.260105526189069,6.0132493469614365
[ 0.50713542 35.53650255],0.2,0.0,40,0,0.01,0.9976518750190735,0.9975347638130188,6.054138149758899,6.005467659857993
,0.0,0.0,40,40,0.001,0.9986575245857239,0.9975347638130188,6.613240045137309,6.005467659857993
,0.0,0.0,20,80,0.01,0.9983852505683899,0.9975347518920898,6.428575485050449,6.005462824256377
[ 0.50713542 35.53650255],0.0,0.0,20,0,0.001,0.9981176257133484,0.9975252032279969,6.275221380519253,6.001596998654852
[ 0.50713542 35.53650255],0.2,0.0,40,80,0.01,0.9977450370788574,0.9974965453147888,6.0946217491149755,5.990083626932814
[ 0.50713542 35.53650255],0.1,0.0,20,0,0.01,0.9977043867111206,0.9974965333938599,6.076755242898854,5.990078865152784
[ 0.50713542 35.53650255],0.0,0.0,40,0,0.001,0.9982609748840332,0.9974774241447448,6.354430600950171,5.982474734729709
,0.0,0.0,20,0,0.001,0.9980889558792114,0.9974774122238159,6.260105526189069,5.982470009043971
,0.2,0.0,20,40,0.01,0.9975993037223816,0.997467863559723,6.031996468029315,5.978691889786679
[ 0.50713542 35.53650255],0.1,0.0,20,0,0.001,0.9977617263793945,0.997467863559723,6.1020504153478825,5.978691889786679
,0.2,0.0,40,0,0.001,0.9979432225227356,0.997458302974701,6.1866148524496385,5.974923300848151
,0.1,0.0,20,0,0.01,0.9978190660476685,0.9974392056465149,6.128002075425435,5.967437774291875
[ 0.50713542 35.53650255],0.2,0.0,20,80,0.01,0.9974774122238159,0.997439193725586,5.982470009043971,5.967433119134327
,0.2,0.0,40,80,0.01,0.9977807998657227,0.9974200844764709,6.110608447896614,5.959998623402848
,0.2,0.0,20,0,0.01,0.9975155591964722,0.9974105477333068,5.997707673517752,5.956308905676999
[ 0.50713542 35.53650255],0.2,0.0,40,40,0.01,0.9977329969406128,0.9974009752273559,6.089296557926466,5.952618991762182
[ 0.50713542 35.53650255],0.2,0.0,20,40,0.01,0.9975706338882446,0.9974009752273559,6.020124915019331,5.952618991762182
[ 0.50713542 35.53650255],0.0,0.0,20,0,0.01,0.9981392025947571,0.9973914384841919,6.286750170631779,5.948956352951403
,0.2,0.0,40,40,0.01,0.9978071451187134,0.997381865978241,6.122550985339867,5.94529342038339
,0.2,0.0,20,80,0.01,0.9976614117622375,0.997372317314148,6.058207848877114,5.941652929237383
[ 0.50713542 35.53650255],0.0,0.0,40,40,0.01,0.998339831829071,0.9973532080650329,6.400836373956445,5.934406962919161
,0.2,0.0,20,0,0.001,0.99755859375,0.997314989566803,6.015181073725298,5.9200706652944
[ 0.50713542 35.53650255],0.1,0.0,20,40,0.01,0.9978309869766235,0.99726722240448,6.133483042832482,5.90243675276427
,0.1,0.0,20,0,0.001,0.9977091550827026,0.997267198562622,6.078834569946315,5.9024280283975425
[ 0.50713542 35.53650255],0.2,0.0,20,0,0.01,0.9976876378059387,0.9972194314002991,6.0694856821106375,5.8850998399269585
,0.1,0.0,20,40,0.01,0.9978119134902954,0.9971812129020691,6.124727856947808,5.871448593671403
[ 0.50713542 35.53650255],0.2,0.0,20,0,0.001,0.9976183772087097,0.9971525549888611,6.039973178569547,5.861333174106357
