class_weight,criterion,max_depth,accuracy_tr,accuracy_val,log_accuracy_tr,log_accuracy_val
balanced,gini,50.0,0.999994007239255,0.9996164725058727,-12.024958359698424,-7.866099247087151
balanced,gini,,0.999994007239255,0.9996164725058727,-12.024958359698424,-7.866099247087151
balanced,gini,26.0,0.999994007239255,0.9996164725058727,-12.024958359698424,-7.866099247087151
balanced,gini,27.0,0.999994007239255,0.9996164725058727,-12.024958359698424,-7.866099247087151
balanced,gini,29.0,0.999994007239255,0.9996164725058727,-12.024958359698424,-7.866099247087151
balanced,gini,30.0,0.999994007239255,0.9996164725058727,-12.024958359698424,-7.866099247087151
balanced,gini,35.0,0.999994007239255,0.9996164725058727,-12.024958359698424,-7.866099247087151
balanced,gini,40.0,0.999994007239255,0.9996164725058727,-12.024958359698424,-7.866099247087151
balanced,gini,45.0,0.999994007239255,0.9996164725058727,-12.024958359698424,-7.866099247087151
balanced,gini,25.0,0.9999700361962749,0.9995925020374898,-10.415520447256913,-7.805474625270921
balanced,gini,28.0,0.999994007239255,0.9995925020374898,-12.024958359698424,-7.805474625270921
balanced,gini,24.0,0.9999460651532949,0.999520590632341,-9.82773378235603,-7.642955695773173
balanced,gini,23.0,0.9999340796318048,0.999520590632341,-9.627063086893315,-7.642955695773173
balanced,entropy,21.0,0.999994007239255,0.999472649695575,-12.024958359698424,-7.547645515968721
balanced,entropy,20.0,0.9999880144785099,0.999448679227192,-11.331811179129215,-7.503193753397833
balanced,gini,21.0,0.9998022388954143,0.9994247087588092,-8.528450798224645,-7.460634138979179
balanced,entropy,28.0,0.999994007239255,0.9994247087588092,-12.024958359698424,-7.460634138979179
balanced,entropy,29.0,0.999994007239255,0.9994247087588092,-12.024958359698424,-7.460634138979179
balanced,entropy,30.0,0.999994007239255,0.9994247087588092,-12.024958359698424,-7.460634138979179
balanced,entropy,35.0,0.999994007239255,0.9994247087588092,-12.024958359698424,-7.460634138979179
balanced,entropy,40.0,0.999994007239255,0.9994247087588092,-12.024958359698424,-7.460634138979179
balanced,entropy,27.0,0.999994007239255,0.9994247087588092,-12.024958359698424,-7.460634138979179
balanced,entropy,45.0,0.999994007239255,0.9994247087588092,-12.024958359698424,-7.460634138979179
balanced,entropy,,0.999994007239255,0.9994247087588092,-12.024958359698424,-7.460634138979179
balanced,gini,22.0,0.9998561737421195,0.9994247087588092,-8.846904529343531,-7.460634138979179
balanced,entropy,50.0,0.999994007239255,0.9994247087588092,-12.024958359698424,-7.460634138979179
balanced,entropy,26.0,0.999994007239255,0.9994247087588092,-12.024958359698424,-7.460634138979179
balanced,entropy,25.0,0.999994007239255,0.9994247087588092,-12.024958359698424,-7.460634138979179
balanced,entropy,24.0,0.999994007239255,0.9994247087588092,-12.024958359698424,-7.460634138979179
balanced,entropy,23.0,0.999994007239255,0.9994247087588092,-12.024958359698424,-7.460634138979179
balanced,entropy,22.0,0.999994007239255,0.9994247087588092,-12.024958359698424,-7.460634138979179
balanced,entropy,19.0,0.9999700361962749,0.9994247087588092,-10.415520447256913,-7.460634138979179
balanced,entropy,18.0,0.9998322026991394,0.9993767678220432,-8.692753849515942,-7.380591431305539
,entropy,12.0,0.9998202171776494,0.9993767678220432,-8.623760978028857,-7.380591431305539
balanced,entropy,17.0,0.9998142244169044,0.9993767678220432,-8.590971155206105,-7.380591431305539
,gini,13.0,0.9999460651532949,0.9993767678220432,-9.82773378235603,-7.380591431305539
balanced,gini,20.0,0.9997123474842391,0.9993527973536603,-8.153757348783586,-7.342851103322817
,gini,10.0,0.9997542968094542,0.9993527973536603,-8.311386292986885,-7.342851103322817
,gini,14.0,0.999982021717765,0.9993527973536603,-10.926346071024138,-7.342851103322817
,gini,11.0,0.9998621665028645,0.9993288268852774,-8.889464143762025,-7.3064834591518935
,gini,12.0,0.9999041158280797,0.9993288268852774,-9.252369637451695,-7.3064834591518935
,entropy,17.0,0.999994007239255,0.9993288268852774,-12.024958359698424,-7.3064834591518935
,entropy,13.0,0.9999041158280797,0.9993288268852774,-9.252369637451695,-7.3064834591518935
,entropy,27.0,0.999994007239255,0.9993048564168944,-12.024958359698424,-7.271392139340578
,entropy,30.0,0.999994007239255,0.9993048564168944,-12.024958359698424,-7.271392139340578
,entropy,25.0,0.999994007239255,0.9993048564168944,-12.024958359698424,-7.271392139340578
