C,class_weight,degree,gamma,kernel,accuracy_tr,accuracy_val,log_accuracy_tr,log_accuracy_val
0.7,,3,2,poly,0.999400723925498,0.9989452993911501,7.419788173703107,6.854498335408776
0.5,,3,2,poly,0.9993647673610279,0.9989452993911501,7.36151926557919,6.854498335408776
0.7,,3,1.5,poly,0.9993348035573028,0.9989452993911501,7.3154281583789125,6.854498335408776
1.0,,3,2,poly,0.9994486660114582,0.9989213289227672,7.503169782642335,6.832025479556792
0.8,,3,2.5,poly,0.9995026008581633,0.9989213289227672,7.606117751894683,6.832025479556792
0.5,,2,1.5,poly,0.9990052017163267,0.9989213289227672,6.912970571334737,6.832025479556792
0.8,,3,1.5,poly,0.9993288107965578,0.9989213289227672,7.306459488396216,6.832025479556792
0.5,,3,2.5,poly,0.9994426732507131,0.9989213289227672,7.492358866537996,6.832025479556792
0.8,,3,2,poly,0.999400723925498,0.9988973584543842,7.419788173703107,6.810046572837988
0.5,,3,1.5,poly,0.9993288107965578,0.9988973584543842,7.306459488396216,6.810046572837988
0.7,,2,1.5,poly,0.9990291727593068,0.9988973584543842,6.937362024458949,6.810046572837988
0.7,,3,2.5,poly,0.9994846225759283,0.9988973584543842,7.5706110634378065,6.810046572837988
0.9,,3,2,poly,0.9994246949684781,0.9988973584543842,7.460610168223447,6.810046572837988
1.0,,3,1.5,poly,0.9993587746002829,0.9988973584543842,7.352129525229419,6.810046572837988
0.9,,3,1.5,poly,0.9993288107965578,0.9988973584543842,7.306459488396216,6.810046572837988
1.0,,3,2.5,poly,0.9995085936189083,0.9988733879860012,7.618239112426941,6.788540367616997
0.9,,3,2.5,poly,0.9995205791403984,0.9988733879860012,7.6429317250173625,6.788540367616997
0.5,,4,2.5,poly,0.9998322026991394,0.9988494175176182,8.692753849515942,6.767486958419138
0.5,,2,2,poly,0.9990411582807968,0.9988494175176182,6.949784544457418,6.767486958419138
0.8,,2,1.5,poly,0.9990111944770717,0.9988494175176182,6.919012885790657,6.767486958419138
0.9,,2,1.5,poly,0.9990411582807968,0.9988494175176182,6.949784544457418,6.767486958419138
0.7,,2,2.5,poly,0.9990591365630318,0.9988494175176182,6.968712554342917,6.767486958419138
1.0,,2,2,poly,0.9990651293237769,0.9988494175176182,6.975102352441761,6.767486958419138
