class_weight,criterion,max_depth,accuracy_val,std_accuracy_val,log_accuracy_val
,gini,4.0,0.9970378989413874,0.0006741317846322714,5.821856445348322
,gini,6.0,0.9979456325932237,0.00015386466621851474,6.187787309676096
,gini,8.0,0.9982800650606745,0.00026545396090332243,6.365468814845719
,gini,10.0,0.9983875598352341,0.0004154652875625872,6.430006617104746
,gini,12.0,0.9983636713942321,0.0004510281267398288,6.415300201699772
,gini,14.0,0.9984233942800419,0.0003954018235095371,6.45248102131124
,gini,16.0,0.99841144970288,0.0003825674882439522,6.44493344147614
,gini,18.0,0.9984353374305599,0.00024005563395397705,6.460085088818729
,gini,20.0,0.9984711690220799,0.0002686610936438987,6.48325190234442
,gini,22.0,0.9984711690220799,0.0002686610936438987,6.48325190234442
,gini,24.0,0.9984711690220799,0.0002686610936438987,6.48325190234442
,gini,26.0,0.9984711690220799,0.0002686610936438987,6.48325190234442
,gini,28.0,0.9984711690220799,0.0002686610936438987,6.48325190234442
,gini,30.0,0.9984711690220799,0.0002686610936438987,6.48325190234442
,gini,35.0,0.9984711690220799,0.0002686610936438987,6.48325190234442
,gini,40.0,0.9984711690220799,0.0002686610936438987,6.48325190234442
,gini,45.0,0.9984711690220799,0.0002686610936438987,6.48325190234442
,gini,50.0,0.9984711690220799,0.0002686610936438987,6.48325190234442
,gini,,0.9984711690220799,0.0002686610936438987,6.48325190234442
,entropy,4.0,0.9973723214223298,0.00015568516861113932,5.941654492662461
,entropy,6.0,0.9979934116151936,0.0003594872035939598,6.21131931998429
,entropy,8.0,0.9983397879464843,0.0003077520774728859,6.400809941690365
,entropy,10.0,0.9984711733020118,0.00036927844395029407,6.483254701828481
,entropy,12.0,0.9985906126537334,0.0004741469315519513,6.5646001752111225
,entropy,14.0,0.998662277263417,0.0005131595676748325,6.616786561034398
,entropy,16.0,0.9985667227860875,0.00037389125780569406,6.547791698801528
,entropy,18.0,0.9985906105137674,0.000363444497089792,6.564598656846166
,entropy,20.0,0.9986025579442174,0.0005019154096529237,6.573111816561975
,entropy,22.0,0.9985906140803774,0.0004588557874737426,6.564601187455734
,entropy,24.0,0.9985786702165373,0.0004491143845065093,6.55616237835362
,entropy,26.0,0.9985786702165373,0.0004491143845065093,6.55616237835362
,entropy,28.0,0.9985786702165373,0.0004491143845065093,6.55616237835362
,entropy,30.0,0.9985786702165373,0.0004491143845065093,6.55616237835362
,entropy,35.0,0.9985786702165373,0.0004491143845065093,6.55616237835362
,entropy,40.0,0.9985786702165373,0.0004491143845065093,6.55616237835362
,entropy,45.0,0.9985786702165373,0.0004491143845065093,6.55616237835362
,entropy,50.0,0.9985786702165373,0.0004491143845065093,6.55616237835362
