C,class_weight,degree,gamma,kernel,accuracy_tr,accuracy_val,log_accuracy_tr,log_accuracy_val
1.0,,1,1,linear,0.9982405338805097,0.998293286286843,-6.342744857148021,-6.373185562675841
1.0,,5,3,linear,0.9982405338805097,0.998293286286843,-6.342744857148021,-6.373185562675841
1.0,,5,auto,linear,0.9982405338805097,0.998293286286843,-6.342744857148021,-6.373185562675841
1.0,,2,auto,linear,0.9982405338805097,0.998293286286843,-6.342744857148021,-6.373185562675841
10.0,,1,auto,poly,0.998235739694898,0.998197403493969,-6.3400237670336415,-6.3185271501379825
0.01,balanced,3,2,poly,0.9985377733884345,0.9981206972596698,-6.527794928595198,-6.2768544537373945
0.1,,1,3,poly,0.9982069745812279,0.9981206972596698,-6.323850907788056,-6.2768544537373945
0.1,,1,2,poly,0.9981206792402174,0.998101520701095,-6.276844865412108,-6.266702082273401
0.1,,1,2,linear,0.998020001342372,0.9978522254396226,-6.224659112241584,-6.143323061112865
0.1,,1,1,poly,0.998020001342372,0.9978522254396226,-6.224659112241584,-6.143323061112865
0.1,,1,3,linear,0.998020001342372,0.9978522254396226,-6.224659112241584,-6.143323061112865
1.0,,1,auto,poly,0.9978809699596329,0.9978522254396226,-6.156796823124889,-6.143323061112865
0.1,,1,auto,linear,0.998020001342372,0.9978522254396226,-6.224659112241584,-6.143323061112865
0.1,,1,1,linear,0.998020001342372,0.9978522254396226,-6.224659112241584,-6.143323061112865
0.1,,2,1,linear,0.998020001342372,0.9978522254396226,-6.224659112241584,-6.143323061112865
0.1,,2,2,linear,0.998020001342372,0.9978522254396226,-6.224659112241584,-6.143323061112865
0.1,,2,3,linear,0.998020001342372,0.9978522254396226,-6.224659112241584,-6.143323061112865
0.1,,2,auto,linear,0.998020001342372,0.9978522254396226,-6.224659112241584,-6.143323061112865
0.1,,3,1,linear,0.998020001342372,0.9978522254396226,-6.224659112241584,-6.143323061112865
0.1,,4,auto,linear,0.998020001342372,0.9978522254396226,-6.224659112241584,-6.143323061112865
0.1,,4,2,linear,0.998020001342372,0.9978522254396226,-6.224659112241584,-6.143323061112865
0.1,,5,auto,linear,0.998020001342372,0.9978522254396226,-6.224659112241584,-6.143323061112865
0.1,,5,3,linear,0.998020001342372,0.9978522254396226,-6.224659112241584,-6.143323061112865
0.1,,5,2,linear,0.998020001342372,0.9978522254396226,-6.224659112241584,-6.143323061112865
0.1,,5,1,linear,0.998020001342372,0.9978522254396226,-6.224659112241584,-6.143323061112865
0.1,,4,3,linear,0.998020001342372,0.9978522254396226,-6.224659112241584,-6.143323061112865
0.1,,4,1,linear,0.998020001342372,0.9978522254396226,-6.224659112241584,-6.143323061112865
0.1,,3,auto,linear,0.998020001342372,0.9978522254396226,-6.224659112241584,-6.143323061112865
0.1,,3,3,linear,0.998020001342372,0.9978522254396226,-6.224659112241584,-6.143323061112865
0.1,,3,2,linear,0.998020001342372,0.9978522254396226,-6.224659112241584,-6.143323061112865
0.01,,1,3,poly,0.9976939967207771,0.9977371660881739,-6.072239435096852,-6.0911373079423194
0.01,,1,2,poly,0.9974974351106978,0.9975645770610007,-5.99043911731997,-6.017634845949381
0.1,,5,auto,poly,0.9974734641826393,0.9972961052409535,-5.980906156661225,-5.9130620420297975
0.1,,4,auto,poly,0.9973919630272405,0.9971043396552055,-5.949157458346645,-5.844542095593049
0.1,,3,auto,poly,0.9973919630272405,0.9970276334209063,-5.949157458346645,-5.818396815488714
0.01,balanced,3,1,poly,0.9970851351480924,0.9969317506280323,-5.837931823236427,-5.7866481171741375
10.0,balanced,2,3,poly,0.9970851351480924,0.9968358678351583,-5.837931823236427,-5.7558764585073865
10.0,balanced,2,2,poly,0.9970132223639171,0.9967208084837095,-5.813560186415163,-5.7201583759052905
0.1,,2,auto,poly,0.9967159828559923,0.9966441022494104,-5.71868786694038,-5.697035958484459
10.0,balanced,2,1,poly,0.9968118665682261,0.9965865725736859,-5.748319664546748,-5.680038382115864
1.0,balanced,2,3,poly,0.9967687188977209,0.9965673960151111,-5.734876594290307,-5.674436126567207
1.0,balanced,2,2,poly,0.9964858619466311,0.9964906897808119,-5.650961003315949,-5.652335779566531
10.0,balanced,5,auto,poly,0.9964235375336792,0.9963564538707883,-5.633381104998845,-5.614797860247465
0.01,,1,1,poly,0.9959345306012868,0.995915393023568,-5.505226069410701,-5.500529766698544
0.01,,5,auto,linear,0.9959345306012868,0.995915393023568,-5.505226069410701,-5.500529766698544
0.01,,5,2,linear,0.9959345306012868,0.995915393023568,-5.505226069410701,-5.500529766698544
0.01,,5,1,linear,0.9959345306012868,0.995915393023568,-5.505226069410701,-5.500529766698544
0.01,,4,auto,linear,0.9959345306012868,0.995915393023568,-5.505226069410701,-5.500529766698544
0.01,,4,3,linear,0.9959345306012868,0.995915393023568,-5.505226069410701,-5.500529766698544
0.01,,4,2,linear,0.9959345306012868,0.995915393023568,-5.505226069410701,-5.500529766698544
0.01,,4,1,linear,0.9959345306012868,0.995915393023568,-5.505226069410701,-5.500529766698544
0.01,,3,auto,linear,0.9959345306012868,0.995915393023568,-5.505226069410701,-5.500529766698544
0.01,,3,3,linear,0.9959345306012868,0.995915393023568,-5.505226069410701,-5.500529766698544
0.01,,3,2,linear,0.9959345306012868,0.995915393023568,-5.505226069410701,-5.500529766698544
0.01,,3,1,linear,0.9959345306012868,0.995915393023568,-5.505226069410701,-5.500529766698544
0.01,,2,auto,linear,0.9959345306012868,0.995915393023568,-5.505226069410701,-5.500529766698544
0.01,,2,3,linear,0.9959345306012868,0.995915393023568,-5.505226069410701,-5.500529766698544
0.01,,2,2,linear,0.9959345306012868,0.995915393023568,-5.505226069410701,-5.500529766698544
0.01,,2,1,linear,0.9959345306012868,0.995915393023568,-5.505226069410701,-5.500529766698544
0.01,,1,auto,linear,0.9959345306012868,0.995915393023568,-5.505226069410701,-5.500529766698544
0.01,,1,3,linear,0.9959345306012868,0.995915393023568,-5.505226069410701,-5.500529766698544
0.01,,1,2,linear,0.9959345306012868,0.995915393023568,-5.505226069410701,-5.500529766698544
0.01,,5,3,linear,0.9959345306012868,0.995915393023568,-5.505226069410701,-5.500529766698544
0.01,,1,1,linear,0.9959345306012868,0.995915393023568,-5.505226069410701,-5.500529766698544
0.1,balanced,2,3,poly,0.9958626178171114,0.9957811571135444,-5.4876920141191645,-5.468194386055606
10.0,balanced,4,auto,poly,0.9958961771163932,0.9957811571135444,-5.495836329060852,-5.468194386055606
1.0,balanced,2,1,poly,0.99591535385884,0.9957619805549696,-5.500520178373283,-5.463659230890199
0.1,balanced,2,2,poly,0.9954071701840008,0.995340096266324,-5.383258927231733,-5.36876048906741
0.1,balanced,2,1,poly,0.9945921586300135,0.9948798588605289,-5.2199052731445885,-5.27457327400771
10.0,balanced,3,auto,poly,0.9946209237436837,0.9947072698333557,-5.225238619119967,-5.241421066690805
0.01,balanced,2,3,poly,0.9944818923609446,0.9946880932747809,-5.199720296480714,-5.237804426220626
0.1,,1,auto,poly,0.994429156319216,0.9943620917790094,-5.190208767790736,-5.1782421650692845
0.01,,1,auto,poly,0.994352449349429,0.9943429152204345,-5.176533340991066,-5.174846576068135
0.01,,4,auto,poly,0.994352449349429,0.9943429152204345,-5.176533340991066,-5.174846576068135
0.01,,5,auto,poly,0.994352449349429,0.9943429152204345,-5.176533340991066,-5.174846576068135
0.01,,2,auto,poly,0.994352449349429,0.9943429152204345,-5.176533340991066,-5.174846576068135
0.01,,3,auto,poly,0.994352449349429,0.9943429152204345,-5.176533340991066,-5.174846576068135
0.01,balanced,2,2,poly,0.9934271715263728,0.9936525591117418,-5.024811025640286,-5.059703557030894
10.0,balanced,2,auto,poly,0.9927703680975712,0.9933649107331198,-4.929567156634693,-5.015383157350238
1.0,balanced,5,auto,poly,0.9928039273968531,0.9931156154716475,-4.934219873569134,-4.978499543919691
1.0,balanced,4,auto,poly,0.9921902716385568,0.9927704374173011,-4.852385096600555,-4.9295767449599515
0.01,balanced,2,1,poly,0.9920224751421476,0.9925786718315531,-4.831127083821442,-4.903397239378183
1.0,balanced,3,auto,poly,0.9915862042514838,0.9921759641014823,-4.7778825693026326,-4.8505547580038
1.0,balanced,2,auto,poly,0.9906944857277095,0.9911596064970181,-4.67714812203359,-4.728423889411316
0.1,balanced,5,auto,poly,0.9904787473751834,0.9907377222083725,-4.65422886059748,-4.6818052787553945
0.1,balanced,4,auto,poly,0.990080829969413,0.9903925441540261,-4.6132860274570495,-4.645215831323097
0.1,balanced,3,auto,poly,0.9898698858024987,0.9900857192168293,-4.592242687586537,-4.613779057899529
0.1,balanced,2,auto,poly,0.9890404916916763,0.9892035975223886,-4.513547860847838,-4.528542304268271
0.01,balanced,5,auto,poly,0.9881871266527955,0.9879571212150268,-4.438565380549189,-4.419281765939765
0.01,balanced,4,auto,poly,0.9870844639621068,0.986979116727712,-4.349324348232292,-4.3412008048492625
10.0,balanced,3,auto,linear,0.9855934722368711,0.9861545247089957,-4.240073858233289,-4.279796793515133
10.0,balanced,2,1,linear,0.9855934722368711,0.9861545247089957,-4.240073858233289,-4.279796793515133
10.0,balanced,3,3,linear,0.9855934722368711,0.9861545247089957,-4.240073858233289,-4.279796793515133
10.0,balanced,3,1,linear,0.9855934722368711,0.9861545247089957,-4.240073858233289,-4.279796793515133
10.0,balanced,4,1,linear,0.9855934722368711,0.9861545247089957,-4.240073858233289,-4.279796793515133
10.0,balanced,4,2,linear,0.9855934722368711,0.9861545247089957,-4.240073858233289,-4.279796793515133
10.0,balanced,2,auto,linear,0.9855934722368711,0.9861545247089957,-4.240073858233289,-4.279796793515133
10.0,balanced,4,3,linear,0.9855934722368711,0.9861545247089957,-4.240073858233289,-4.279796793515133
10.0,balanced,2,3,linear,0.9855934722368711,0.9861545247089957,-4.240073858233289,-4.279796793515133
10.0,balanced,2,2,linear,0.9855934722368711,0.9861545247089957,-4.240073858233289,-4.279796793515133
10.0,balanced,1,1,linear,0.9855934722368711,0.9861545247089957,-4.240073858233289,-4.279796793515133
10.0,balanced,3,2,linear,0.9855934722368711,0.9861545247089957,-4.240073858233289,-4.279796793515133
10.0,balanced,4,auto,linear,0.9855934722368711,0.9861545247089957,-4.240073858233289,-4.279796793515133
10.0,balanced,1,auto,linear,0.9855934722368711,0.9861545247089957,-4.240073858233289,-4.279796793515133
10.0,balanced,5,auto,linear,0.9855934722368711,0.9861545247089957,-4.240073858233289,-4.279796793515133
10.0,balanced,1,1,poly,0.9855934722368711,0.9861545247089957,-4.240073858233289,-4.279796793515133
10.0,balanced,1,2,linear,0.9855934722368711,0.9861545247089957,-4.240073858233289,-4.279796793515133
10.0,balanced,1,2,poly,0.985579089680036,0.9861545247089957,-4.239076020132867,-4.279796793515133
10.0,balanced,5,1,linear,0.9855934722368711,0.9861545247089957,-4.240073858233289,-4.279796793515133
10.0,balanced,5,2,linear,0.9855934722368711,0.9861545247089957,-4.240073858233289,-4.279796793515133
10.0,balanced,5,3,linear,0.9855934722368711,0.9861545247089957,-4.240073858233289,-4.279796793515133
10.0,balanced,1,3,linear,0.9855934722368711,0.9861545247089957,-4.240073858233289,-4.279796793515133
10.0,balanced,1,3,poly,0.9855742954944243,0.9861545247089957,-4.23874362857255,-4.279796793515133
1.0,balanced,1,3,poly,0.9855311478239192,0.9861353481504209,-4.235757065874804,-4.278412710249198
1.0,balanced,1,2,poly,0.9855167652670841,0.9861161715918462,-4.234763523815927,-4.277030540022249
1.0,balanced,1,1,poly,0.985488000153414,0.9860011122403973,-4.232779396180882,-4.268777398265525
1.0,balanced,1,2,linear,0.985488000153414,0.9860011122403973,-4.232779396180882,-4.268777398265525
1.0,balanced,2,3,linear,0.985488000153414,0.9860011122403973,-4.232779396180882,-4.268777398265525
1.0,balanced,1,1,linear,0.985488000153414,0.9860011122403973,-4.232779396180882,-4.268777398265525
1.0,balanced,1,3,linear,0.985488000153414,0.9860011122403973,-4.232779396180882,-4.268777398265525
1.0,balanced,3,2,linear,0.985488000153414,0.9860011122403973,-4.232779396180882,-4.268777398265525
1.0,balanced,2,1,linear,0.985488000153414,0.9860011122403973,-4.232779396180882,-4.268777398265525
1.0,balanced,3,1,linear,0.985488000153414,0.9860011122403973,-4.232779396180882,-4.268777398265525
1.0,balanced,3,3,linear,0.985488000153414,0.9860011122403973,-4.232779396180882,-4.268777398265525
1.0,balanced,3,auto,linear,0.985488000153414,0.9860011122403973,-4.232779396180882,-4.268777398265525
1.0,balanced,4,1,linear,0.985488000153414,0.9860011122403973,-4.232779396180882,-4.268777398265525
1.0,balanced,2,2,linear,0.985488000153414,0.9860011122403973,-4.232779396180882,-4.268777398265525
1.0,balanced,4,2,linear,0.985488000153414,0.9860011122403973,-4.232779396180882,-4.268777398265525
1.0,balanced,4,3,linear,0.985488000153414,0.9860011122403973,-4.232779396180882,-4.268777398265525
1.0,balanced,2,auto,linear,0.985488000153414,0.9860011122403973,-4.232779396180882,-4.268777398265525
1.0,balanced,1,auto,linear,0.985488000153414,0.9860011122403973,-4.232779396180882,-4.268777398265525
1.0,balanced,5,auto,linear,0.985488000153414,0.9860011122403973,-4.232779396180882,-4.268777398265525
1.0,balanced,5,3,linear,0.985488000153414,0.9860011122403973,-4.232779396180882,-4.268777398265525
1.0,balanced,5,2,linear,0.985488000153414,0.9860011122403973,-4.232779396180882,-4.268777398265525
1.0,balanced,4,auto,linear,0.985488000153414,0.9860011122403973,-4.232779396180882,-4.268777398265525
1.0,balanced,5,1,linear,0.985488000153414,0.9860011122403973,-4.232779396180882,-4.268777398265525
10.0,balanced,1,auto,poly,0.985377733884345,0.9859819356818226,-4.225209835601137,-4.267408472658186
0.1,balanced,1,3,poly,0.985301026914558,0.9859627591232477,-4.219977645770838,-4.266041418446648
0.1,balanced,1,2,poly,0.985161995531819,0.985847699771799,-4.2105635200839036,-4.257878107807492
0.1,balanced,4,auto,linear,0.9848072257965539,0.9853874623660038,-4.186935345511674,-4.225875376721318
0.1,balanced,4,1,linear,0.9848072257965539,0.9853874623660038,-4.186935345511674,-4.225875376721318
0.1,balanced,5,auto,linear,0.9848072257965539,0.9853874623660038,-4.186935345511674,-4.225875376721318
0.1,balanced,4,2,linear,0.9848072257965539,0.9853874623660038,-4.186935345511674,-4.225875376721318
0.1,balanced,5,1,linear,0.9848072257965539,0.9853874623660038,-4.186935345511674,-4.225875376721318
0.1,balanced,5,3,linear,0.9848072257965539,0.9853874623660038,-4.186935345511674,-4.225875376721318
0.1,balanced,5,2,linear,0.9848072257965539,0.9853874623660038,-4.186935345511674,-4.225875376721318
0.1,balanced,4,3,linear,0.9848072257965539,0.9853874623660038,-4.186935345511674,-4.225875376721318
0.1,balanced,2,2,linear,0.9848072257965539,0.9853874623660038,-4.186935345511674,-4.225875376721318
0.1,balanced,3,auto,linear,0.9848072257965539,0.9853874623660038,-4.186935345511674,-4.225875376721318
0.1,balanced,3,3,linear,0.9848072257965539,0.9853874623660038,-4.186935345511674,-4.225875376721318
