C,class_weight,degree,gamma,kernel,accuracy_tr,accuracy_val,log_accuracy_tr,log_accuracy_val
0.1,balanced,3,2,linear,0.9848072257965539,0.9853874623660038,-4.186935345511674,-4.225875376721318
0.1,balanced,3,1,linear,0.9848072257965539,0.9853874623660038,-4.186935345511674,-4.225875376721318
0.1,balanced,2,auto,linear,0.9848072257965539,0.9853874623660038,-4.186935345511674,-4.225875376721318
0.1,balanced,2,3,linear,0.9848072257965539,0.9853874623660038,-4.186935345511674,-4.225875376721318
0.1,balanced,2,1,linear,0.9848072257965539,0.9853874623660038,-4.186935345511674,-4.225875376721318
0.1,balanced,1,auto,linear,0.9848072257965539,0.9853874623660038,-4.186935345511674,-4.225875376721318
0.1,balanced,1,3,linear,0.9848072257965539,0.9853874623660038,-4.186935345511674,-4.225875376721318
0.1,balanced,1,2,linear,0.9848072257965539,0.9853874623660038,-4.186935345511674,-4.225875376721318
0.1,balanced,1,1,poly,0.9848072257965539,0.9853874623660038,-4.186935345511674,-4.225875376721318
0.1,balanced,1,1,linear,0.9848072257965539,0.9853874623660038,-4.186935345511674,-4.225875376721318
1.0,balanced,1,auto,poly,0.9844236909476187,0.984984754635933,-4.162004169533497,-4.19868923641716
0.01,balanced,1,2,poly,0.9841456281821407,0.9848313421673347,-4.144309992220804,-4.188523964640312
0.01,balanced,3,auto,poly,0.9846681944138149,0.9844669875544135,-4.177825811808698,-4.164787684741481
0.01,balanced,1,3,poly,0.9838052410037107,0.9843519282029647,-4.1230676078348525,-4.157407577443855
0.01,balanced,2,2,linear,0.983306645700095,0.9840067501486184,-4.092744584874466,-4.135588530049219
0.01,balanced,2,3,linear,0.983306645700095,0.9840067501486184,-4.092744584874466,-4.135588530049219
0.01,balanced,1,1,linear,0.983306645700095,0.9840067501486184,-4.092744584874466,-4.135588530049219
0.01,balanced,1,1,poly,0.983306645700095,0.9840067501486184,-4.092744584874466,-4.135588530049219
0.01,balanced,1,2,linear,0.983306645700095,0.9840067501486184,-4.092744584874466,-4.135588530049219
0.01,balanced,1,3,linear,0.983306645700095,0.9840067501486184,-4.092744584874466,-4.135588530049219
0.01,balanced,1,auto,linear,0.983306645700095,0.9840067501486184,-4.092744584874466,-4.135588530049219
0.01,balanced,5,auto,linear,0.983306645700095,0.9840067501486184,-4.092744584874466,-4.135588530049219
0.01,balanced,5,3,linear,0.983306645700095,0.9840067501486184,-4.092744584874466,-4.135588530049219
0.01,balanced,5,2,linear,0.983306645700095,0.9840067501486184,-4.092744584874466,-4.135588530049219
0.01,balanced,5,1,linear,0.983306645700095,0.9840067501486184,-4.092744584874466,-4.135588530049219
0.01,balanced,4,auto,linear,0.983306645700095,0.9840067501486184,-4.092744584874466,-4.135588530049219
0.01,balanced,4,3,linear,0.983306645700095,0.9840067501486184,-4.092744584874466,-4.135588530049219
0.01,balanced,4,2,linear,0.983306645700095,0.9840067501486184,-4.092744584874466,-4.135588530049219
0.01,balanced,4,1,linear,0.983306645700095,0.9840067501486184,-4.092744584874466,-4.135588530049219
0.01,balanced,3,auto,linear,0.983306645700095,0.9840067501486184,-4.092744584874466,-4.135588530049219
0.01,balanced,3,3,linear,0.983306645700095,0.9840067501486184,-4.092744584874466,-4.135588530049219
0.01,balanced,2,1,linear,0.983306645700095,0.9840067501486184,-4.092744584874466,-4.135588530049219
0.01,balanced,3,1,linear,0.983306645700095,0.9840067501486184,-4.092744584874466,-4.135588530049219
0.01,balanced,2,auto,linear,0.983306645700095,0.9840067501486184,-4.092744584874466,-4.135588530049219
0.01,balanced,3,2,linear,0.983306645700095,0.9840067501486184,-4.092744584874466,-4.135588530049219
0.1,balanced,1,auto,poly,0.9817964772324125,0.9825876848140833,-4.006140144970793,-4.050577553806672
0.01,balanced,2,auto,poly,0.980674637799277,0.9808809711009262,-3.9463369420854297,-3.957071162446123
0.01,balanced,1,auto,poly,0.9735840372795873,0.9736514085182273,-3.6337868030556373,-3.6363404596256665
