C,class_weight,degree,gamma,kernel,accuracy_val,std_accuracy_val,log_accuracy_val
0.9,,3,1.5,poly,0.9990748860702485,0.00017938207405758755,-6.985593660737425
1.0,,3,1.5,poly,0.9990700679541377,0.00017677381539761347,-6.980399043451869
0.5,,3,2.5,poly,0.9990700679541377,0.00018511375379728491,-6.980399043451869
1.0,,3,2,poly,0.9990700679541377,0.00018511375379728491,-6.980399043451869
0.8,,3,1.5,poly,0.9990652497219468,0.00016296937042166307,-6.975231146644425
0.5,,4,1.5,poly,0.9990604326505522,0.00020384844452582928,-6.9700910552003
0.7,,3,2,poly,0.9990604313736767,0.0001703529910509791,-6.970089696197534
0.7,,3,1.5,poly,0.999055613141486,0.00017399319312303078,-6.96497466801921
0.8,,3,2,poly,0.9990556130254065,0.00017795198727741377,-6.964974545103922
0.5,,3,2,poly,0.9990556129093269,0.0001692600921243818,-6.964974422188648
0.9,,3,2,poly,0.9990459763288662,0.00016939710537376774,-6.954822074314546
0.7,,3,2.5,poly,0.999045976328866,0.00021580554995540097,-6.9548220743144284
0.5,,4,2,poly,0.9990363403288033,0.00014850657220791692,-6.944772363864058
1.0,,4,1.5,poly,0.999031522328772,0.00018372424037576965,-6.939785130387656
0.5,,3,1.5,poly,0.9990315216322943,0.00017062451640488055,-6.9397844112409635
0.9,,4,1.5,poly,0.9990267040965813,0.00019607174920336802,-6.934822407501273
0.7,,4,1.5,poly,0.9990267039805018,0.00018321835120630576,-6.934822288236841
0.8,,3,2.5,poly,0.9990267031679444,0.00020075729023402776,-6.934821453385984
0.8,,4,1.5,poly,0.9990170674000408,0.00018498369219102588,-6.924970005824823
0.9,,3,2.5,poly,0.9990170667035633,0.0001798976509177301,-6.924969297254067
0.7,,4,2,poly,0.9990122494000095,0.00019689741255182663,-6.920080321241467
1.0,,4,2,poly,0.9990122492839297,0.00021493769203087917,-6.92008020372212
0.9,,4,2,poly,0.9990122492839297,0.00021493769203087917,-6.92008020372212
1.0,,3,2.5,poly,0.999012248355293,0.0001866124477513614,-6.920079263569638
0.7,,4,2.5,poly,0.999007431399978,0.00025285277114922263,-6.915214429381472
0.8,,4,2,poly,0.9990074310517393,0.00019476370765550042,-6.915214078535485
0.9,,4,2.5,poly,0.9989977948195172,0.00021687051467179488,-6.90555252634128
0.8,,4,2.5,poly,0.9989929765873267,0.000250546212436566,-6.900756415592118
1.0,,4,2.5,poly,0.9989881582390563,0.00021761840785242668,-6.895983083046629
0.5,,4,2.5,poly,0.9989688844977367,0.0002256866351701184,-6.877114050868775
1.0,,2,1.5,poly,0.9988821550414302,0.0001458206831940595,-6.7963525913525915
0.5,,2,1.5,poly,0.9988725186931285,0.0001503643388549994,-6.787769065996312
0.5,,2,2,poly,0.9988677002287787,0.00014534128334617126,-6.783504518692069
0.7,,2,2,poly,0.9988677002287787,0.00016897740163020775,-6.783504518692069
0.9,,2,1.5,poly,0.9988677002287787,0.00014534128334617126,-6.783504518692069
0.7,,2,1.5,poly,0.9988628822287474,0.0001556734078645342,-6.779258488880766
0.8,,2,1.5,poly,0.9988580638804772,0.00015730572834478845,-6.775030106683409
1.0,,2,2.5,poly,0.9988580638804769,0.00019127323977161998,-6.775030106683214
0.9,,2,2.5,poly,0.9988580637643976,0.00017075284581389064,-6.775030005031852
0.5,,2,2.5,poly,0.9988532451839681,0.0001832170051164122,-6.770819224773221
0.8,,2,2.5,poly,0.9988436087195869,0.00017237774101438265,-6.762451088136644
