class_weight,max_depth,n_estimators,accuracy_tr,accuracy_val,log_accuracy_tr,log_accuracy_val
,26.0,64,0.9999908271187062,0.9993028802054669,11.599259112350978,7.268553290331917
,18.0,64,0.9999724813561188,0.9992661896899652,10.500646823686903,7.217259995944422
,24.0,64,0.9999908271187062,0.9992661896899652,11.599259112350978,7.217259995944422
,28.0,64,0.9999908271187062,0.9992661896899652,11.599259112350978,7.217259995944422
balanced,24.0,128,0.9999908271187062,0.9992661896899652,11.599259112350978,7.217259995944422
,,64,0.9999908271187062,0.9992661896899652,11.599259112350978,7.217259995944422
,22.0,128,0.9999908271187062,0.9992294991744634,11.599259112350978,7.168469831774897
,18.0,128,0.9999633084748251,0.9992294991744634,10.212964751234113,7.168469831774897
balanced,20.0,64,0.9999908271187062,0.9992294991744634,11.599259112350978,7.168469831774897
balanced,20.0,128,0.9999908271187062,0.9992294991744634,11.599259112350978,7.168469831774897
balanced,22.0,128,0.9999908271187062,0.9992294991744634,11.599259112350978,7.168469831774897
,22.0,64,0.9999908271187062,0.9992294991744634,11.599259112350978,7.168469831774897
,26.0,16,0.9999357898309438,0.9991928086589617,9.653348963297393,7.121949816140056
,18.0,32,0.9999724813561188,0.9991928086589617,10.500646823686903,7.121949816140056
,22.0,16,0.9999449627122375,0.9991928086589617,9.80749964312494,7.121949816140056
,24.0,128,0.9999908271187062,0.9991928086589617,11.599259112350978,7.121949816140056
,,128,0.9999908271187062,0.9991928086589617,11.599259112350978,7.121949816140056
,20.0,64,0.9999908271187062,0.9991928086589617,11.599259112350978,7.121949816140056
,26.0,32,0.9999816542374125,0.9991928086589617,10.906111931791033,7.121949816140056
,26.0,128,0.9999908271187062,0.9991928086589617,11.599259112350978,7.121949816140056
,28.0,128,0.9999908271187062,0.9991928086589617,11.599259112350978,7.121949816140056
balanced,18.0,128,0.9999724813561188,0.9991928086589617,10.500646823686903,7.121949816140056
balanced,26.0,128,0.9999908271187062,0.9991928086589617,11.599259112350978,7.121949816140056
,20.0,128,0.9999908271187062,0.99915611814346,11.599259112350978,7.07749805356927
,,32,0.9999816542374125,0.99915611814346,10.906111931791033,7.07749805356927
balanced,20.0,32,0.9999724813561188,0.99915611814346,10.500646823686903,7.07749805356927
,22.0,32,0.9999816542374125,0.99915611814346,10.906111931791033,7.07749805356927
balanced,28.0,128,0.9999908271187062,0.99915611814346,11.599259112350978,7.07749805356927
,28.0,32,0.9999816542374125,0.99915611814346,10.906111931791033,7.07749805356927
balanced,,128,0.9999908271187062,0.99915611814346,11.599259112350978,7.07749805356927
,20.0,32,0.9999724813561188,0.9991194276279581,10.500646823686903,7.034938439150392
,24.0,32,0.9999816542374125,0.9991194276279581,10.906111931791033,7.034938439150392
,,16,0.9999357898309438,0.9991194276279581,9.653348963297393,7.034938439150392
,18.0,16,0.9999174440683564,0.9991194276279581,9.402034535017448,7.034938439150392
,28.0,16,0.9999357898309438,0.9991194276279581,9.653348963297393,7.034938439150392
,24.0,16,0.9999357898309438,0.9991194276279581,9.653348963297393,7.034938439150392
,14.0,64,0.9997156406798939,0.9990827371124564,8.165271907867783,6.9941164446301824
,14.0,128,0.9997248135611877,0.9990827371124564,8.19806173069084,6.9941164446301824
,18.0,8,0.9998807525431813,0.9990460465969547,9.034309754891304,6.954895731476943
balanced,26.0,32,0.9999724813561188,0.9990460465969547,10.500646823686903,6.954895731476943
,12.0,16,0.9995321830540191,0.9990460465969547,7.667433479628788,6.954895731476943
balanced,22.0,32,0.9999633084748251,0.9990460465969547,10.212964751234113,6.954895731476943
,20.0,16,0.9999357898309438,0.9990460465969547,9.653348963297393,6.954895731476943
balanced,,32,0.9999724813561188,0.9990460465969547,10.500646823686903,6.954895731476943
balanced,28.0,32,0.9999724813561188,0.9990460465969547,10.500646823686903,6.954895731476943
,16.0,128,0.9998715796618876,0.9990093560814529,8.960201782737448,6.917155403494022
balanced,16.0,32,0.9998532338993001,0.9990093560814529,8.826670390113465,6.917155403494022
balanced,26.0,64,0.9999908271187062,0.9990093560814529,11.599259112350978,6.917155403494022
balanced,24.0,32,0.9999633084748251,0.9990093560814529,10.212964751234113,6.917155403494022
,16.0,16,0.9998715796618876,0.9990093560814529,8.960201782737448,6.917155403494022
balanced,26.0,16,0.9999449627122375,0.9990093560814529,9.80749964312494,6.917155403494022
balanced,22.0,64,0.9999908271187062,0.9990093560814529,11.599259112350978,6.917155403494022
balanced,24.0,64,0.9999908271187062,0.9989726655659512,11.599259112350978,6.880787759323188
,14.0,32,0.9996972949173065,0.9989726655659512,8.102751550886698,6.880787759323188
balanced,,16,0.9999541355935313,0.9989726655659512,9.989821199919298,6.880787759323188
balanced,12.0,128,0.9995505288166066,0.9989726655659512,7.707438814242328,6.880787759323188
balanced,,64,0.9999908271187062,0.9989726655659512,11.599259112350978,6.880787759323188
balanced,28.0,16,0.9999541355935313,0.9989726655659512,9.989821199919298,6.880787759323188
balanced,28.0,64,0.9999908271187062,0.9989726655659512,11.599259112350978,6.880787759323188
balanced,18.0,64,0.9999541355935313,0.9989726655659512,9.989821199919298,6.880787759323188
