C,class_weight,degree,gamma,kernel,accuracy_tr,accuracy_val,log_accuracy_tr,log_accuracy_val
1.3,,3,0.6,poly,0.9993580077337673,0.9990444908928038,7.350934300713322,6.953266262988483
1.2,,3,0.6,poly,0.9993281476283611,0.9990444908928038,7.305471926636561,6.953266262988483
1.25,,3,0.6,poly,0.9993580077337673,0.9990444908928038,7.350934300713322,6.953266262988483
1.35,,3,0.6,poly,0.9993580077337673,0.9989847715736041,7.350934300713322,6.89264164117213
1.5,,3,0.6,poly,0.9993580077337673,0.9989847715736041,7.350934300713322,6.89264164117213
1.45,,3,0.8,poly,0.9994625181026889,0.9989847715736041,7.528615477950895,6.89264164117213
1.45,,3,0.6,poly,0.9993580077337673,0.9989847715736041,7.350934300713322,6.89264164117213
1.4,,3,0.8,poly,0.9994326579972828,0.9989847715736041,7.474548256680608,6.89264164117213
1.4,,3,0.6,poly,0.9993580077337673,0.9989847715736041,7.350934300713322,6.89264164117213
1.35,,3,0.8,poly,0.9994326579972828,0.9989847715736041,7.474548256680608,6.89264164117213
1.3,,3,0.8,poly,0.9994177279445796,0.9989847715736041,7.448572770277247,6.89264164117213
1.5,,3,0.8,poly,0.9994625181026889,0.9989847715736041,7.528615477950895,6.89264164117213
1.25,,3,0.8,poly,0.9994177279445796,0.9989847715736041,7.448572770277247,6.89264164117213
1.2,,3,0.8,poly,0.9994177279445796,0.9989847715736041,7.448572770277247,6.89264164117213
1.4,,3,0.7,poly,0.9993878678391734,0.9989250522544043,7.398562349702582,6.83548322733215
1.45,,3,0.7,poly,0.9993878678391734,0.9989250522544043,7.398562349702582,6.83548322733215
1.3,,3,0.4,poly,0.999134056943221,0.9989250522544043,7.051691405860507,6.83548322733215
1.35,,3,0.4,poly,0.9991639170486272,0.9989250522544043,7.086782725671782,6.83548322733215
1.5,,3,0.7,poly,0.9993878678391734,0.9989250522544043,7.398562349702582,6.83548322733215
1.35,,3,0.7,poly,0.9993878678391734,0.9989250522544043,7.398562349702582,6.83548322733215
1.4,,3,0.4,poly,0.9991639170486272,0.9989250522544043,7.086782725671782,6.83548322733215
1.25,,3,0.7,poly,0.9993580077337673,0.9989250522544043,7.350934300713322,6.83548322733215
1.3,,3,0.7,poly,0.9993580077337673,0.9989250522544043,7.350934300713322,6.83548322733215
1.45,,3,0.4,poly,0.9991788471013303,0.9989250522544043,7.10480123117453,6.83548322733215
1.2,,3,0.7,poly,0.9993729377864704,0.9988653329352045,7.374464798123607,6.781416006061848
1.5,,3,0.5,poly,0.9992833574702519,0.9988653329352045,7.240933405499062,6.781416006061848
1.5,,3,0.4,poly,0.9992087072067365,0.9988653329352045,7.141842502854887,6.781416006061848
1.2,,3,0.4,poly,0.999119126890518,0.9988653329352045,7.034596972501268,6.781416006061848
1.25,,3,0.4,poly,0.999119126890518,0.9988653329352045,7.034596972501268,6.781416006061848
1.45,,3,0.5,poly,0.9992684274175487,0.9988653329352045,7.220314118296248,6.781416006061848
1.25,,3,0.5,poly,0.9992684274175487,0.9988056136160047,7.220314118296248,6.730122711674273
1.4,,3,0.5,poly,0.9992684274175487,0.9988056136160047,7.220314118296248,6.730122711674273
1.2,,3,0.5,poly,0.9992534973648457,0.9988056136160047,7.200111410978801,6.730122711674273
1.35,,3,0.5,poly,0.9992684274175487,0.9988056136160047,7.220314118296248,6.730122711674273
1.3,,3,0.5,poly,0.9992684274175487,0.9988056136160047,7.220314118296248,6.730122711674273
