C,class_weight,degree,gamma,kernel,accuracy_tr,accuracy_val,log_accuracy_tr,log_accuracy_val
0.5,,3,2,poly,0.9993175439271021,0.9989618978046061,7.289812395030914,6.870361044948017
0.8,,3,2,poly,0.9993607981852436,0.9989426736898765,7.355290324410471,6.852011906279795
0.7,,3,2,poly,0.9993367680418317,0.9989426736898765,7.31838576747501,6.852011906279795
1.0,,3,1.5,poly,0.9992694836402783,0.9989426736898765,7.2217589317858835,6.852011906279795
0.8,,3,1.5,poly,0.9992550655542313,0.9989234495751471,7.202214335712998,6.833993400777196
0.9,,3,1.5,poly,0.9992694836402783,0.9989234495751471,7.2217589317858835,6.833993400777196
0.9,,3,2,poly,0.9993800222999731,0.9989234495751471,7.385827048270597,6.833993400777196
0.7,,3,2.5,poly,0.9993800222999731,0.9989234495751471,7.385827048270597,6.833993400777196
0.5,,3,1.5,poly,0.9992070052674075,0.9989234495751471,7.139693978731646,6.833993400777196
0.7,,3,1.5,poly,0.9992550655542313,0.9989234495751471,7.202214335712998,6.833993400777196
0.8,,3,2.5,poly,0.9993944403860202,0.9989042254604176,7.409357545680689,6.8162938236777695
1.0,,3,2,poly,0.999365604213926,0.9989042254604176,7.362837530045821,6.8162938236777695
0.5,,3,2.5,poly,0.999365604213926,0.9989042254604176,7.362837530045821,6.8162938236777695
0.9,,3,2.5,poly,0.9994088584720674,0.998846553116229,7.43345509725983,6.765000529290244
1.0,,3,2.5,poly,0.9994376946441617,0.9988273290014995,7.483465517834468,6.74847122733901
0.8,,4,1.5,poly,0.9996635779922335,0.9987888807720404,7.997144210582918,6.716210365120744
0.7,,2,2.5,poly,0.9987984928294052,0.9987888807720404,6.724178534769978,6.716210365120744
0.8,,2,2.5,poly,0.9987888807720404,0.9987696566573109,6.716210365120744,6.700462008152583
1.0,,2,2,poly,0.9987936868007228,0.9987696566573109,6.720186513500366,6.700462008152583
0.5,,4,1.5,poly,0.9996299357914568,0.9987504325425814,7.901834030778383,6.684957821616686
0.9,,2,2,poly,0.9987840747433581,0.9987504325425814,6.712249963904664,6.684957821616686
0.7,,4,1.5,poly,0.9996587719635511,0.9987504325425814,7.982959575591022,6.684957821616686
0.9,,2,2.5,poly,0.9988032988580876,0.9987504325425814,6.728186556167499,6.684957821616686
0.8,,2,2,poly,0.9987600445999462,0.9987504325425814,6.692679867710562,6.684957821616686
0.7,,2,2,poly,0.9987552385712638,0.9987312084278519,6.688811390932659,6.669690349485876
1.0,,2,2.5,poly,0.99880810488677,0.9987312084278519,6.732210706467207,6.669690349485876
0.5,,2,2.5,poly,0.9987552385712638,0.9987312084278519,6.688811390932659,6.669690349485876
0.9,,2,1.5,poly,0.9987504325425814,0.9987119843131224,6.684957821616686,6.654652472121314
0.5,,2,1.5,poly,0.9987215963704872,0.9987119843131224,6.662143143850526,6.654652472121314
1.0,,2,1.5,poly,0.9987552385712638,0.9987119843131224,6.688811390932659,6.654652472121314
0.5,,2,2,poly,0.9987456265138991,0.9987119843131224,6.681119045309536,6.654652472121314
0.7,,2,1.5,poly,0.9987504325425814,0.9986927601983928,6.684957821616686,6.639837386336153
0.5,,4,2,poly,0.999721250336422,0.9986927601983928,8.185196442085767,6.639837386336153
0.9,,4,1.5,poly,0.9996683840209158,0.9986735360836634,8.011532948034956,6.6252385869150645
0.8,,2,1.5,poly,0.9987360144565343,0.9986735360836634,6.673485420454411,6.6252385869150645
0.7,,4,2,poly,0.9997404744511516,0.9986543119689338,8.256655406068015,6.610849849462944
1.0,,4,2,poly,0.9997645045945635,0.9986158637394748,8.353819154521698,6.582678972496209
0.8,,4,2,poly,0.9997645045945635,0.9986158637394748,8.353819154521698,6.582678972496209
0.9,,4,2,poly,0.9997645045945635,0.9985966396247453,8.353819154521698,6.568885650363934
1.0,,4,1.5,poly,0.9996731900495982,0.9985966396247453,8.026131747456045,6.568885650363934
0.7,,4,2.5,poly,0.9997981467953401,0.9985774155100158,8.507969834348799,6.555279998308136
0.5,,4,2.5,poly,0.9997693106232458,0.9985774155100158,8.374438441724346,6.555279998308136
0.9,,4,2.5,poly,0.9998269829674343,0.9984620708216386,8.662120514175966,6.4773184568383915
0.8,,4,2.5,poly,0.9998173709100696,0.9984428467069092,8.608053292905925,6.464895936839889
1.0,,4,2.5,poly,0.9998317889961167,0.9984043984774501,8.690291391142534,6.440504483715695
1.0,,2,auto,poly,0.996779960782806,0.9972125033642201,5.738361740247177,5.882611349091721
1.0,,3,auto,poly,0.9968616632704064,0.9971163827905725,5.764062323355749,5.848709797416031
0.9,,2,auto,poly,0.9966982582952055,0.9971163827905725,5.713305160409846,5.848709797416031
0.9,,3,auto,poly,0.9967895728401707,0.9970779345611135,5.74135127909553,5.835464570666031
0.8,,2,auto,poly,0.9966501980083817,0.997058710446384,5.698854041871669,5.828907170119862
0.8,,3,auto,poly,0.9967030643238879,0.9970010381021954,5.714761824906304,5.809489084262771
0.7,,2,auto,poly,0.9965877196355107,0.9969433657580068,5.680374482596814,5.79044088929205
0.5,,2,auto,poly,0.9964483448037218,0.9969049175285478,5.640341531683989,5.777940726527837
0.7,,3,auto,poly,0.9965925256641932,0.9968856934138183,5.681783926100073,5.771748756279908
0.5,,3,auto,poly,0.9963233880579799,0.9965973316928756,5.6057636188056525,5.683195358938475
1.0,,4,auto,poly,0.9963666423161214,0.9964819870044984,5.617598076452665,5.649858938670869
0.9,,2,2,linear,0.995626513899035,0.9962705217424738,5.432194853121305,5.591486932448972
0.9,,2,1.5,linear,0.995626513899035,0.9962705217424738,5.432194853121305,5.591486932448972
0.9,,4,1.5,linear,0.995626513899035,0.9962705217424738,5.432194853121305,5.591486932448972
0.9,,2,2.5,linear,0.995626513899035,0.9962705217424738,5.432194853121305,5.591486932448972
0.9,,2,auto,linear,0.995626513899035,0.9962705217424738,5.432194853121305,5.591486932448972
0.9,,3,1.5,linear,0.995626513899035,0.9962705217424738,5.432194853121305,5.591486932448972
0.9,,3,2,linear,0.995626513899035,0.9962705217424738,5.432194853121305,5.591486932448972
0.9,,3,2.5,linear,0.995626513899035,0.9962705217424738,5.432194853121305,5.591486932448972
0.9,,3,auto,linear,0.995626513899035,0.9962705217424738,5.432194853121305,5.591486932448972
0.9,,4,2,linear,0.995626513899035,0.9962705217424738,5.432194853121305,5.591486932448972
0.9,,4,2.5,linear,0.995626513899035,0.9962705217424738,5.432194853121305,5.591486932448972
0.9,,4,auto,linear,0.995626513899035,0.9962705217424738,5.432194853121305,5.591486932448972
0.8,,4,auto,linear,0.9956169018416702,0.9962705217424738,5.429999462557854,5.591486932448972
0.8,,3,2.5,linear,0.9956169018416702,0.9962705217424738,5.429999462557854,5.591486932448972
0.8,,4,2.5,linear,0.9956169018416702,0.9962705217424738,5.429999462557854,5.591486932448972
0.8,,4,2,linear,0.9956169018416702,0.9962705217424738,5.429999462557854,5.591486932448972
0.8,,4,1.5,linear,0.9956169018416702,0.9962705217424738,5.429999462557854,5.591486932448972
0.8,,3,auto,linear,0.9956169018416702,0.9962705217424738,5.429999462557854,5.591486932448972
