class_weight,criterion,max_depth,accuracy_tr,accuracy_val,log_accuracy_tr,log_accuracy_val
,entropy,16.0,0.9999663577992234,0.9992310354108194,10.299729303577953,7.170465637398409
,entropy,18.0,0.9999903879426353,0.9992118112960898,11.552492272076622,7.145773024808002
,entropy,15.0,0.9999423276558115,0.9991925871813603,9.760732802844716,7.121675473228908
,entropy,19.0,0.9999903879426353,0.9991925871813603,11.552492272076622,7.121675473228908
,entropy,45.0,0.9999903879426353,0.9991733630666307,11.552492272076622,7.098144975818682
,entropy,25.0,0.9999903879426353,0.9991733630666307,11.552492272076622,7.098144975818682
,entropy,29.0,0.9999903879426353,0.9991733630666307,11.552492272076622,7.098144975818682
,entropy,28.0,0.9999903879426353,0.9991733630666307,11.552492272076622,7.098144975818682
,entropy,27.0,0.9999903879426353,0.9991733630666307,11.552492272076622,7.098144975818682
,entropy,26.0,0.9999903879426353,0.9991733630666307,11.552492272076622,7.098144975818682
,entropy,22.0,0.9999903879426353,0.9991733630666307,11.552492272076622,7.098144975818682
,entropy,24.0,0.9999903879426353,0.9991733630666307,11.552492272076622,7.098144975818682
,entropy,23.0,0.9999903879426353,0.9991733630666307,11.552492272076622,7.098144975818682
,entropy,40.0,0.9999903879426353,0.9991733630666307,11.552492272076622,7.098144975818682
,entropy,21.0,0.9999903879426353,0.9991733630666307,11.552492272076622,7.098144975818682
,entropy,20.0,0.9999903879426353,0.9991733630666307,11.552492272076622,7.098144975818682
,entropy,30.0,0.9999903879426353,0.9991733630666307,11.552492272076622,7.098144975818682
,entropy,35.0,0.9999903879426353,0.9991733630666307,11.552492272076622,7.098144975818682
,entropy,50.0,0.9999903879426353,0.9991733630666307,11.552492272076622,7.098144975818682
,entropy,,0.9999903879426353,0.9991733630666307,11.552492272076622,7.098144975818682
,entropy,14.0,0.9999134914837172,0.9991541389519013,9.355267694736552,7.075155457594084
,entropy,17.0,0.9999759698565881,0.9991349148371718,10.636201540197847,7.052682601741993
,entropy,12.0,0.9997596985658811,0.9990580183782537,8.333616447204262,6.967524793401689
balanced,entropy,40.0,0.9999903879426353,0.9990387942635242,11.552492272076622,6.947322086084141
balanced,entropy,20.0,0.9999903879426353,0.9990387942635242,11.552492272076622,6.947322086084141
balanced,entropy,21.0,0.9999903879426353,0.9990387942635242,11.552492272076622,6.947322086084141
balanced,entropy,22.0,0.9999903879426353,0.9990387942635242,11.552492272076622,6.947322086084141
balanced,entropy,35.0,0.9999903879426353,0.9990387942635242,11.552492272076622,6.947322086084141
balanced,entropy,24.0,0.9999903879426353,0.9990387942635242,11.552492272076622,6.947322086084141
balanced,entropy,25.0,0.9999903879426353,0.9990387942635242,11.552492272076622,6.947322086084141
balanced,entropy,26.0,0.9999903879426353,0.9990387942635242,11.552492272076622,6.947322086084141
balanced,entropy,27.0,0.9999903879426353,0.9990387942635242,11.552492272076622,6.947322086084141
balanced,entropy,45.0,0.9999903879426353,0.9990387942635242,11.552492272076622,6.947322086084141
balanced,entropy,28.0,0.9999903879426353,0.9990387942635242,11.552492272076622,6.947322086084141
balanced,entropy,29.0,0.9999903879426353,0.9990387942635242,11.552492272076622,6.947322086084141
balanced,entropy,23.0,0.9999903879426353,0.9990387942635242,11.552492272076622,6.947322086084141
balanced,entropy,,0.9999903879426353,0.9990387942635242,11.552492272076622,6.947322086084141
balanced,entropy,30.0,0.9999903879426353,0.9990387942635242,11.552492272076622,6.947322086084141
balanced,entropy,50.0,0.9999903879426353,0.9990387942635242,11.552492272076622,6.947322086084141
,entropy,13.0,0.9998606251682111,0.9990195701487946,8.87834362264611,6.927519458787934
balanced,entropy,18.0,0.9999855819139528,0.9990003460340652,11.147027163960757,6.9081013729309175
balanced,entropy,16.0,0.9999279095697643,0.9990003460340652,9.537589251529736,6.9081013729309175
balanced,entropy,15.0,0.9999182975123996,0.9989811219193356,9.412426108576275,6.8890531779601965
balanced,entropy,13.0,0.9997596985658811,0.9989811219193356,8.333616447204262,6.8890531779601965
balanced,gini,19.0,0.9999567457418586,0.9989618978046061,10.048414875295213,6.870361044948017
balanced,entropy,19.0,0.9999903879426353,0.9989618978046061,11.552492272076622,6.870361044948017
balanced,entropy,17.0,0.9999711638279057,0.9989618978046061,10.453879983404661,6.870361044948017
balanced,gini,21.0,0.9999807758852705,0.9989426736898765,10.859345091510901,6.852011906279795
balanced,gini,22.0,0.9999855819139528,0.9989426736898765,11.147027163960757,6.852011906279795
balanced,gini,24.0,0.9999903879426353,0.9989426736898765,11.552492272076622,6.852011906279795
balanced,gini,20.0,0.9999759698565881,0.9989426736898765,10.636201540197847,6.852011906279795
,entropy,10.0,0.9995338152178093,0.9989426736898765,7.670928474128898,6.852011906279795
,entropy,11.0,0.9996251297627744,0.9989426736898765,7.888930625942533,6.852011906279795
,gini,45.0,0.9999903879426353,0.9989234495751471,11.552492272076622,6.833993400777196
,gini,,0.9999903879426353,0.9989234495751471,11.552492272076622,6.833993400777196
balanced,gini,25.0,0.9999903879426353,0.9989234495751471,11.552492272076622,6.833993400777196
balanced,gini,26.0,0.9999903879426353,0.9989234495751471,11.552492272076622,6.833993400777196
balanced,gini,27.0,0.9999903879426353,0.9989234495751471,11.552492272076622,6.833993400777196
balanced,gini,28.0,0.9999903879426353,0.9989234495751471,11.552492272076622,6.833993400777196
balanced,gini,29.0,0.9999903879426353,0.9989234495751471,11.552492272076622,6.833993400777196
balanced,gini,30.0,0.9999903879426353,0.9989234495751471,11.552492272076622,6.833993400777196
balanced,gini,35.0,0.9999903879426353,0.9989234495751471,11.552492272076622,6.833993400777196
balanced,gini,40.0,0.9999903879426353,0.9989234495751471,11.552492272076622,6.833993400777196
balanced,gini,45.0,0.9999903879426353,0.9989234495751471,11.552492272076622,6.833993400777196
balanced,gini,50.0,0.9999903879426353,0.9989234495751471,11.552492272076622,6.833993400777196
balanced,gini,,0.9999903879426353,0.9989234495751471,11.552492272076622,6.833993400777196
,gini,40.0,0.9999903879426353,0.9989234495751471,11.552492272076622,6.833993400777196
,gini,23.0,0.9999903879426353,0.9989234495751471,11.552492272076622,6.833993400777196
,gini,18.0,0.9999855819139528,0.9989234495751471,11.147027163960757,6.833993400777196
,gini,25.0,0.9999903879426353,0.9989234495751471,11.552492272076622,6.833993400777196
,gini,35.0,0.9999903879426353,0.9989234495751471,11.552492272076622,6.833993400777196
,gini,30.0,0.9999903879426353,0.9989234495751471,11.552492272076622,6.833993400777196
,gini,29.0,0.9999903879426353,0.9989234495751471,11.552492272076622,6.833993400777196
,gini,28.0,0.9999903879426353,0.9989234495751471,11.552492272076622,6.833993400777196
,gini,27.0,0.9999903879426353,0.9989234495751471,11.552492272076622,6.833993400777196
,gini,26.0,0.9999903879426353,0.9989234495751471,11.552492272076622,6.833993400777196
,gini,24.0,0.9999903879426353,0.9989234495751471,11.552492272076622,6.833993400777196
,gini,50.0,0.9999903879426353,0.9989234495751471,11.552492272076622,6.833993400777196
,gini,22.0,0.9999903879426353,0.9989234495751471,11.552492272076622,6.833993400777196
,gini,21.0,0.9999903879426353,0.9989234495751471,11.552492272076622,6.833993400777196
,gini,20.0,0.9999903879426353,0.9989234495751471,11.552492272076622,6.833993400777196
,gini,19.0,0.9999855819139528,0.9989042254604176,11.147027163960757,6.8162938236777695
balanced,entropy,14.0,0.9998414010534815,0.9989042254604176,8.749131891165886,6.8162938236777695
balanced,gini,23.0,0.9999903879426353,0.9989042254604176,11.552492272076622,6.8162938236777695
balanced,entropy,12.0,0.9997116382790573,0.9989042254604176,8.151294890410231,6.8162938236777695
balanced,gini,17.0,0.9998942673689877,0.998885001345688,9.154596999274052,6.798902080965876
balanced,entropy,11.0,0.9995290091891268,0.9988657772309585,7.660671973961517,6.781807647606552
,gini,17.0,0.9999759698565881,0.998846553116229,10.636201540197847,6.765000529290244
,gini,14.0,0.9998654311968934,0.998846553116229,8.913434942457238,6.765000529290244
balanced,gini,18.0,0.9999327155984467,0.998846553116229,9.606582123016357,6.765000529290244
balanced,entropy,9.0,0.9993175439271021,0.998846553116229,7.289812395030914,6.765000529290244
balanced,entropy,10.0,0.9994569187588912,0.998846553116229,7.518251633919934,6.765000529290244
,entropy,9.0,0.9993223499557845,0.9988273290014995,7.2968795622539755,6.74847122733901
,gini,16.0,0.9999375216271291,0.9988273290014995,9.680690095171476,6.74847122733901
balanced,gini,15.0,0.9997885347379754,0.9988273290014995,8.461449818714106,6.74847122733901
balanced,gini,12.0,0.9993463800991964,0.99880810488677,7.332984566896099,6.732210706467207
,gini,11.0,0.9994328886154793,0.99880810488677,7.474954828166595,6.732210706467207
balanced,gini,11.0,0.9990724364643008,0.9987888807720404,6.982949263727253,6.716210365120744
,gini,15.0,0.9999182975123996,0.9987888807720404,9.412426108576275,6.716210365120744
balanced,gini,13.0,0.9995242031604444,0.9987696566573109,7.6505196024975435,6.700462008152583
,entropy,8.0,0.9990676304356184,0.9987696566573109,6.9777812935688335,6.700462008152583
balanced,gini,16.0,0.9998029528240224,0.9987504325425814,8.532067385927752,6.684957821616686
balanced,gini,14.0,0.9996635779922335,0.9987119843131224,7.997144210582918,6.654652472121314
,gini,13.0,0.9997452804798339,0.9986927601983928,8.275347539080087,6.639837386336153
,gini,12.0,0.9996299357914568,0.9986158637394748,7.901834030778383,6.582678972496209
balanced,entropy,8.0,0.9985197431658273,0.9985774155100158,6.515539669658643,6.555279998308136
,entropy,7.0,0.9985918335960629,0.9984812949363682,6.565466843615084,6.489897239045269
,gini,9.0,0.9990484063208889,0.9984620708216386,6.957372421937598,6.4773184568383915
,gini,10.0,0.9992262293821369,0.9984428467069092,7.164235087647656,6.464895936839889
balanced,gini,10.0,0.9987504325425814,0.9984043984774501,6.684957821616686,6.440504483715695
balanced,entropy,7.0,0.998111230727825,0.998327502018532,6.2718298407629565,6.393436972857711
,gini,8.0,0.9986543119689338,0.9982890537890731,6.610849849462944,6.370708721780189
balanced,gini,8.0,0.9984043984774501,0.9981737091006959,6.440504483715695,6.3054681999117586
,gini,7.0,0.9980968126417779,0.9981544849859664,6.264225241377711,6.294996900044449
balanced,gini,9.0,0.9984332346495444,0.9980006920681302,6.458742071265466,6.214954192370917
,entropy,6.0,0.9979382136952594,0.9979430197239417,6.184182533704188,6.186516257050399
balanced,entropy,6.0,0.9976738821177284,0.9978468991502941,6.063554545915545,6.140846220217199
,entropy,5.0,0.9974864469991157,0.9977700026913761,5.986057988567271,6.10575490040593
balanced,entropy,5.0,0.9974287746549272,0.9977700026913761,5.9633727057362,6.10575490040593
,gini,6.0,0.9972701757084086,0.9974239686262447,5.903518033911023,5.961505291561369
,entropy,4.0,0.9970394863316544,0.9972701757084086,5.82239248909866,5.903518033911023
,gini,5.0,0.9964579568610865,0.9968856934138183,5.643051560442842,5.771748756279908
balanced,entropy,4.0,0.9966501980083817,0.9968087969549002,5.698854041871669,5.747357303155749
,gini,4.0,0.9956553500711293,0.99602060825099,5.438810092240021,5.526626298246927
balanced,entropy,3.0,0.9939732400322965,0.994155869122227,5.111545731439317,5.1423173901060855
,entropy,3.0,0.993954015917567,0.9940597485485794,5.108361015371811,5.126003814614558
balanced,gini,7.0,0.993776192856319,0.9938675074012842,5.0793734784985585,5.0941539887274505
balanced,gini,6.0,0.9934109346764581,0.9936560421392595,5.0223437730698715,5.060252437051775
balanced,gini,5.0,0.9932475297012573,0.9934445768772348,4.997846870864348,5.0274626142287735
,gini,3.0,0.9933244261601754,0.9934445768772348,5.00930010987785,5.0274626142287735
balanced,gini,3.0,0.9907772309585143,0.9912530277980699,4.686079956624486,4.739047672561347
balanced,gini,4.0,0.9906955284709139,0.9911376831096927,4.677260184795665,4.725947048515644
balanced,gini,2.0,0.9861826675381599,0.986677688492445,4.281831499400737,4.318315092322398
,gini,2.0,0.9841352993194663,0.9836595024799109,4.143658720778993,4.1141087420279385
,entropy,2.0,0.9798002614479603,0.9803337306317044,3.90208561762707,3.9288503255606693
,gini,1.0,0.978858279826214,0.9799108001076551,3.8565069312834677,3.9075729271133883
balanced,entropy,2.0,0.9790312968587797,0.9794109731246876,3.8647242795085788,3.8829970210645492
