C,class_weight,degree,gamma,kernel,accuracy_tr,accuracy_val,log_accuracy_tr,log_accuracy_val
0.5,,4,1.5,poly,0.9996868092487639,0.9990845358837842,8.068698124181,6.996079390449899
1.0,,4,2.5,poly,0.9998855649178175,0.9990604447228312,9.075502863595874,6.9701039040466535
1.0,,3,2.5,poly,0.9995723741665813,0.9990604447228312,7.757261965720822,6.9701039040466535
1.0,,3,2,poly,0.9995302138731457,0.9990604447228312,7.663233016072599,6.9701039040466535
0.5,,3,2.5,poly,0.9995302138731457,0.9990363535618781,7.663233016072599,6.944786096062378
0.9,,4,2.5,poly,0.9998855649178175,0.9990363535618781,9.075502863595874,6.944786096062378
0.9,,3,2.5,poly,0.9995723741665813,0.9990363535618781,7.757261965720822,6.944786096062378
0.8,,4,2.5,poly,0.9998674962206309,0.9990363535618781,8.928899389404176,6.944786096062378
0.7,,4,1.5,poly,0.9997289695421995,0.9990363535618781,8.21327935299206,6.944786096062378
0.7,,4,2.5,poly,0.9998494275234442,0.9990122624009251,8.801066017894424,6.920093483472021
0.5,,4,2.5,poly,0.9998373817253197,0.9990122624009251,8.724104976757914,6.920093483472021
0.7,,4,2,poly,0.999819313028133,0.9990122624009251,8.618744461100224,6.920093483472021
0.7,,3,2,poly,0.9995061222768967,0.9990122624009251,7.613222595497932,6.920093483472021
0.9,,3,2,poly,0.9995181680750213,0.9990122624009251,7.637915208088422,6.920093483472021
0.8,,4,2,poly,0.999819313028133,0.9989881712399721,8.618744461100224,6.895995931892974
0.9,,4,2,poly,0.9998253359271952,0.9989881712399721,8.652646012776076,6.895995931892974
0.7,,3,2.5,poly,0.9995482825703325,0.9989881712399721,7.702453729226069,6.895995931892974
0.8,,3,2.5,poly,0.9995543054693946,0.9989881712399721,7.715876749558027,6.895995931892974
0.8,,3,2,poly,0.999512145175959,0.9989881712399721,7.625492688089804,6.895995931892974
1.0,,4,1.5,poly,0.9997590840375106,0.998964080079019,8.331062388648137,6.872465434482793
0.8,,4,1.5,poly,0.9997289695421995,0.998964080079019,8.21327935299206,6.872465434482793
1.0,,4,2,poly,0.9998253359271952,0.998964080079019,8.652646012776076,6.872465434482793
0.9,,4,1.5,poly,0.9997530611384484,0.998964080079019,8.306369776058101,6.872465434482793
0.5,,4,2,poly,0.9997831756337595,0.9988918065961598,8.436422904305962,6.805024153687195
1.0,,3,1.5,poly,0.9994579390843988,0.9988918065961598,7.52013217243191,6.805024153687195
0.9,,3,1.5,poly,0.9994519161853367,0.9988918065961598,7.509082336245476,6.805024153687195
