C,class_weight,degree,gamma,kernel,accuracy_val,std_accuracy_val,log_accuracy_val
1.2,,3,0.6,poly,0.9983875576952681,0.0003091672445525488,6.430005289945693
1.3,,3,0.6,poly,0.998351726103748,0.00033057203067465504,6.408026662122375
1.45,,3,0.5,poly,0.998351726103748,0.00029884116815547836,6.408026662122375
1.35,,3,0.6,poly,0.998339782239908,0.0003490431077336372,6.400806504438846
1.4,,3,0.6,poly,0.998339782239908,0.0003490431077336372,6.400806504438846
1.5,,3,0.5,poly,0.998339782239908,0.00028615982194690986,6.400806504438846
1.25,,3,0.6,poly,0.9983397815265862,0.00033443659716108563,6.400806074783345
1.45,,3,0.6,poly,0.9983278383760681,0.0003681379655995366,6.393638103960343
1.5,,3,0.6,poly,0.9983278383760681,0.0003681379655995366,6.393638103960343
1.4,,3,0.5,poly,0.9983278376627462,0.00032049547546271343,6.393637677373771
1.25,,3,0.5,poly,0.9983039499350663,0.00031283546374574577,6.379453222629675
1.3,,3,0.5,poly,0.9983039499350663,0.00031283546374574577,6.379453222629675
1.35,,3,0.5,poly,0.9983039499350663,0.00031283546374574577,6.379453222629675
1.2,,3,0.5,poly,0.9983039499350662,0.0002940298568220991,6.37945322262961
1.3,,3,0.7,poly,0.9982681176302245,0.00035230086975020485,6.358546386982282
1.35,,3,0.7,poly,0.9982561737663845,0.00035712619030266147,6.351673595147794
1.25,,3,0.7,poly,0.9982561723397405,0.00037846689819992854,6.351672777036784
1.4,,3,0.7,poly,0.9982442291892225,0.0003788388962384313,6.3448473100678715
1.2,,3,0.7,poly,0.9982442284759004,0.0003634686668992932,6.344846903795071
1.5,,3,0.8,poly,0.9982322824720944,0.0003218505921598595,6.338066096815314
1.45,,3,0.7,poly,0.9982203407482206,0.0003689210104305953,6.331333364588135
1.5,,3,0.7,poly,0.9982203407482206,0.0003689210104305953,6.331333364588135
1.35,,3,0.4,poly,0.9981964544471849,0.0002811289282345288,6.318000799932925
1.3,,3,0.4,poly,0.9981964544471849,0.0002811289282345288,6.318000799932925
1.5,,3,0.4,poly,0.9981964537338627,0.0002785851935863558,6.318000404421962
1.35,,3,0.8,poly,0.9981964501672526,0.0003650507276765685,6.317998426869925
1.3,,3,0.8,poly,0.9981964501672526,0.0003650507276765685,6.317998426869925
1.45,,3,0.8,poly,0.9981964501672526,0.0003650507276765685,6.317998426869925
1.4,,3,0.4,poly,0.9981845098700228,0.00028416121173095255,6.311399803656101
1.45,,3,0.4,poly,0.9981845098700228,0.00028416121173095255,6.311399803656101
1.25,,3,0.8,poly,0.9981845070167348,0.00034329424450162057,6.311398232022215
1.4,,3,0.8,poly,0.9981845063034125,0.00035953725617031033,6.311397839113977
1.2,,3,0.8,poly,0.9981725631528947,0.00034120927016502607,6.304840923924976
1.25,,3,0.4,poly,0.998148678991825,0.0003160049372321056,6.2918558362373975
1.2,,3,0.4,poly,0.998124790550823,0.00030121550383334925,6.279034919570726
