class_weight,criterion,max_depth,accuracy_tr,accuracy_val,log_accuracy_tr,log_accuracy_val
balanced,entropy,,0.9999904116287767,0.9995972922699292,-11.55495952464741,-7.817299494684484
balanced,entropy,29.0,0.9999904116287767,0.9995972922699292,-11.55495952464741,-7.817299494684484
balanced,entropy,50.0,0.9999904116287767,0.9995972922699292,-11.55495952464741,-7.817299494684484
balanced,entropy,45.0,0.9999904116287767,0.9995972922699292,-11.55495952464741,-7.817299494684484
balanced,entropy,35.0,0.9999904116287767,0.9995972922699292,-11.55495952464741,-7.817299494684484
balanced,entropy,30.0,0.9999904116287767,0.9995972922699292,-11.55495952464741,-7.817299494684484
balanced,entropy,40.0,0.9999904116287767,0.9995972922699292,-11.55495952464741,-7.817299494684484
balanced,entropy,26.0,0.9999904116287767,0.9995972922699292,-11.55495952464741,-7.817299494684484
balanced,entropy,28.0,0.9999904116287767,0.9995972922699292,-11.55495952464741,-7.817299494684484
balanced,entropy,27.0,0.9999904116287767,0.9995972922699292,-11.55495952464741,-7.817299494684484
,entropy,18.0,0.9999808232575532,0.9995781157113545,-10.861812344081676,-7.770779479049704
balanced,entropy,25.0,0.9999856174431649,0.9995589391527796,-11.149494416535386,-7.726327716478721
balanced,gini,26.0,0.9999664407007182,0.9995589391527796,-10.302196556147079,-7.726327716478721
balanced,gini,28.0,0.9999760290719415,0.9995397625942049,-10.638668792766307,-7.68376810206003
balanced,gini,27.0,0.9999760290719415,0.9995397625942049,-10.638668792766307,-7.68376810206003
balanced,gini,50.0,0.9999904116287767,0.9995205860356301,-11.55495952464741,-7.6429461075398715
,entropy,27.0,0.9999904116287767,0.9995205860356301,-11.55495952464741,-7.6429461075398715
,entropy,26.0,0.9999904116287767,0.9995205860356301,-11.55495952464741,-7.6429461075398715
,entropy,25.0,0.9999904116287767,0.9995205860356301,-11.55495952464741,-7.6429461075398715
,entropy,24.0,0.9999904116287767,0.9995205860356301,-11.55495952464741,-7.6429461075398715
,entropy,23.0,0.9999904116287767,0.9995205860356301,-11.55495952464741,-7.6429461075398715
,entropy,30.0,0.9999904116287767,0.9995205860356301,-11.55495952464741,-7.6429461075398715
,entropy,22.0,0.9999904116287767,0.9995205860356301,-11.55495952464741,-7.6429461075398715
,entropy,21.0,0.9999904116287767,0.9995205860356301,-11.55495952464741,-7.6429461075398715
,entropy,20.0,0.9999904116287767,0.9995205860356301,-11.55495952464741,-7.6429461075398715
,entropy,29.0,0.9999904116287767,0.9995205860356301,-11.55495952464741,-7.6429461075398715
,entropy,50.0,0.9999904116287767,0.9995205860356301,-11.55495952464741,-7.6429461075398715
,entropy,35.0,0.9999904116287767,0.9995205860356301,-11.55495952464741,-7.6429461075398715
