class_weight,max_depth,n_estimators,accuracy_tr,accuracy_val,log_accuracy_tr,log_accuracy_val
balanced,,50,0.9999952058143883,0.9998465875314017,-12.248106705195777,-8.782380390728381
balanced,27.0,100,0.9999952058143883,0.9998274109728268,-12.248106705195777,-8.664597355071596
balanced,24.0,50,0.9999904116287767,0.9998274109728268,-11.55495952464741,-8.664597355071596
balanced,25.0,100,0.9999952058143883,0.9998274109728268,-12.248106705195777,-8.664597355071596
balanced,20.0,50,0.9999904116287767,0.9998274109728268,-11.55495952464741,-8.664597355071596
balanced,27.0,50,0.9999952058143883,0.9998274109728268,-12.248106705195777,-8.664597355071596
balanced,,100,0.9999952058143883,0.9998274109728268,-12.248106705195777,-8.664597355071596
balanced,29.0,50,0.9999952058143883,0.9998274109728268,-12.248106705195777,-8.664597355071596
balanced,29.0,100,0.9999952058143883,0.9998274109728268,-12.248106705195777,-8.664597355071596
balanced,28.0,50,0.9999952058143883,0.999808234414252,-12.248106705195777,-8.559236839414027
balanced,28.0,100,0.9999952058143883,0.999808234414252,-12.248106705195777,-8.559236839414027
balanced,26.0,50,0.9999904116287767,0.999808234414252,-11.55495952464741,-8.559236839414027
balanced,25.0,50,0.9999904116287767,0.999808234414252,-11.55495952464741,-8.559236839414027
balanced,18.0,50,0.9999760290719415,0.999808234414252,-10.638668792766307,-8.559236839414027
,23.0,100,0.9999952058143883,0.9997890578556772,-12.248106705195777,-8.463926659609387
,22.0,100,0.9999952058143883,0.9997890578556772,-12.248106705195777,-8.463926659609387
balanced,18.0,100,0.9999664407007182,0.9997890578556772,-10.302196556147079,-8.463926659609387
balanced,21.0,50,0.9999904116287767,0.9997890578556772,-11.55495952464741,-8.463926659609387
balanced,20.0,100,0.9999904116287767,0.9997890578556772,-11.55495952464741,-8.463926659609387
balanced,23.0,50,0.9999904116287767,0.9997890578556772,-11.55495952464741,-8.463926659609387
balanced,24.0,100,0.9999952058143883,0.9997890578556772,-12.248106705195777,-8.463926659609387
,21.0,100,0.9999904116287767,0.9997698812971024,-11.55495952464741,-8.376915282619976
balanced,19.0,50,0.9999808232575532,0.9997698812971024,-10.861812344081676,-8.376915282619976
balanced,21.0,100,0.9999952058143883,0.9997698812971024,-12.248106705195777,-8.376915282619976
balanced,17.0,50,0.999923293030213,0.9997698812971024,-9.475517982963233,-8.376915282619976
balanced,26.0,100,0.9999952058143883,0.9997698812971024,-12.248106705195777,-8.376915282619976
,25.0,100,0.9999952058143883,0.9997698812971024,-12.248106705195777,-8.376915282619976
balanced,19.0,100,0.9999856174431649,0.9997507047385277,-11.149494416535386,-8.296872574946624
,26.0,100,0.9999952058143883,0.9997507047385277,-12.248106705195777,-8.296872574946624
balanced,17.0,100,0.999923293030213,0.9997507047385277,-9.475517982963233,-8.296872574946624
,29.0,100,0.9999952058143883,0.9997507047385277,-12.248106705195777,-8.296872574946624
,28.0,100,0.9999952058143883,0.9997507047385277,-12.248106705195777,-8.296872574946624
,27.0,100,0.9999952058143883,0.9997507047385277,-12.248106705195777,-8.296872574946624
,,100,0.9999952058143883,0.9997507047385277,-12.248106705195777,-8.296872574946624
,24.0,100,0.9999952058143883,0.9997507047385277,-12.248106705195777,-8.296872574946624
,23.0,50,0.9999904116287767,0.9997507047385277,-11.55495952464741,-8.296872574946624
balanced,22.0,50,0.9999904116287767,0.9997315281799528,-11.55495952464741,-8.22276460279265
,29.0,50,0.9999904116287767,0.9997315281799528,-11.55495952464741,-8.22276460279265
,22.0,50,0.9999808232575532,0.9997315281799528,-10.861812344081676,-8.22276460279265
,,50,0.9999904116287767,0.9997315281799528,-11.55495952464741,-8.22276460279265
,27.0,50,0.9999904116287767,0.9997315281799528,-11.55495952464741,-8.22276460279265
balanced,23.0,100,0.9999952058143883,0.9997315281799528,-12.248106705195777,-8.22276460279265
,26.0,50,0.9999904116287767,0.9997315281799528,-11.55495952464741,-8.22276460279265
,28.0,50,0.9999904116287767,0.9997315281799528,-11.55495952464741,-8.22276460279265
,21.0,50,0.9999808232575532,0.9997315281799528,-10.861812344081676,-8.22276460279265
,25.0,50,0.9999904116287767,0.9997315281799528,-11.55495952464741,-8.22276460279265
balanced,22.0,100,0.9999952058143883,0.9997123516213781,-12.248106705195777,-8.153771731305863
balanced,16.0,100,0.9998705569884844,0.9997123516213781,-8.952269839198308,-8.153771731305863
,24.0,50,0.9999904116287767,0.9996931750628032,-11.55495952464741,-8.089233210168075
balanced,16.0,50,0.9998657628028726,0.9996931750628032,-8.915902195027188,-8.089233210168075
,20.0,100,0.9999760290719415,0.9996739985042284,-10.638668792766307,-8.028608588351789
,18.0,100,0.9999520581438831,0.9996548219456536,-9.945521612208678,-7.97145017451165
,18.0,50,0.9999616465151064,0.9996548219456536,-10.16866516352173,-7.97145017451165
,17.0,50,0.9999520581438831,0.9996356453870788,-9.945521612208678,-7.9173829532415105
,19.0,100,0.9999616465151064,0.9996164688285041,-10.16866516352173,-7.866089658854081
balanced,15.0,50,0.9997698790906389,0.9996164688285041,-8.37690569429464,-7.866089658854081
balanced,17.0,10,0.9998369976892025,0.9996164688285041,-8.721746180586425,-7.866089658854081
,19.0,50,0.9999616465151064,0.9996164688285041,-10.16866516352173,-7.866089658854081
balanced,15.0,100,0.9997650849050271,0.9996164688285041,-8.356286407091766,-7.866089658854081
,19.0,10,0.9999472639582714,0.9996164688285041,-9.850211432403722,-7.866089658854081
balanced,25.0,10,0.9999520581438831,0.9996164688285041,-9.945521612208678,-7.866089658854081
,17.0,100,0.9999424697726598,0.9996164688285041,-9.763200055415496,-7.866089658854081
,20.0,10,0.999937675587048,0.9995972922699292,-9.683157347741366,-7.817299494684484
,20.0,50,0.9999664407007182,0.9995972922699292,-10.302196556147079,-7.817299494684484
,21.0,10,0.9999520581438831,0.9995972922699292,-9.945521612208678,-7.817299494684484
,22.0,10,0.9999472639582714,0.9995972922699292,-9.850211432403722,-7.817299494684484
,23.0,10,0.9999472639582714,0.9995972922699292,-9.850211432403722,-7.817299494684484
balanced,18.0,10,0.9998897337309312,0.9995972922699292,-9.112612489273674,-7.817299494684484
,18.0,10,0.9999280872158246,0.9995781157113545,-9.540056504099741,-7.770779479049704
,16.0,50,0.9999328814014363,0.9995781157113545,-9.609049375587134,-7.770779479049704
,16.0,100,0.9999328814014363,0.9995781157113545,-9.609049375587134,-7.770779479049704
balanced,27.0,10,0.9999520581438831,0.9995781157113545,-9.945521612208678,-7.770779479049704
,25.0,10,0.999937675587048,0.9995781157113545,-9.683157347741366,-7.770779479049704
balanced,,10,0.9999424697726598,0.9995589391527796,-9.763200055415496,-7.726327716478721
balanced,20.0,10,0.999937675587048,0.9995589391527796,-9.683157347741366,-7.726327716478721
balanced,29.0,10,0.9999424697726598,0.9995589391527796,-9.763200055415496,-7.726327716478721
balanced,28.0,10,0.9999472639582714,0.9995589391527796,-9.850211432403722,-7.726327716478721
balanced,24.0,10,0.9999520581438831,0.9995589391527796,-9.945521612208678,-7.726327716478721
,17.0,10,0.9999137046589895,0.9995397625942049,-9.357734947306044,-7.68376810206003
,27.0,10,0.9999328814014363,0.9995397625942049,-9.609049375587134,-7.68376810206003
,28.0,10,0.9999328814014363,0.9995397625942049,-9.609049375587134,-7.68376810206003
,29.0,10,0.9999328814014363,0.9995397625942049,-9.609049375587134,-7.68376810206003
,,10,0.9999328814014363,0.9995397625942049,-9.609049375587134,-7.68376810206003
balanced,16.0,10,0.9998561744316493,0.9995397625942049,-8.846909323540569,-7.68376810206003
,24.0,10,0.999937675587048,0.9995397625942049,-9.683157347741366,-7.68376810206003
balanced,23.0,10,0.9999424697726598,0.9995397625942049,-9.763200055415496,-7.68376810206003
balanced,26.0,10,0.9999424697726598,0.9995205860356301,-9.763200055415496,-7.6429461075398715
balanced,21.0,10,0.9999424697726598,0.9995205860356301,-9.763200055415496,-7.6429461075398715
,15.0,50,0.9999137046589895,0.9995205860356301,-9.357734947306044,-7.6429461075398715
balanced,22.0,10,0.999937675587048,0.9995205860356301,-9.683157347741366,-7.6429461075398715
,15.0,100,0.9999137046589895,0.9995205860356301,-9.357734947306044,-7.6429461075398715
,26.0,10,0.9999328814014363,0.9995205860356301,-9.609049375587134,-7.6429461075398715
balanced,19.0,10,0.9999184988446013,0.9995014094770552,-9.41489336114637,-7.603725394386457
,16.0,10,0.9999280872158246,0.9994822329184805,-9.540056504099741,-7.565985066403701
,15.0,10,0.9998897337309312,0.9994630563599056,-9.112612489273674,-7.529617422232703
balanced,15.0,10,0.9997171430489102,0.9994630563599056,-8.170569261296729,-7.529617422232703
