C,class_weight,degree,gamma,kernel,accuracy_val,std_accuracy_val,log_accuracy_val
0.1,,1,1,linear,0.9982261507489145,8.710203741335268e-05,-6.334603375545688
0.1,,3,1,linear,0.9982261507489145,8.710203741335268e-05,-6.334603375545688
0.1,,3,2,linear,0.9982261507489145,8.710203741335268e-05,-6.334603375545688
0.1,,3,3,linear,0.9982261507489145,8.710203741335268e-05,-6.334603375545688
0.1,,3,auto,linear,0.9982261507489145,8.710203741335268e-05,-6.334603375545688
0.1,,1,1,poly,0.9982261507489145,8.710203741335268e-05,-6.334603375545688
0.1,,1,2,linear,0.9982261507489145,8.710203741335268e-05,-6.334603375545688
0.1,,1,2,poly,0.9982021805103705,0.00011243229704598966,-6.321180743061878
1.0,,1,auto,poly,0.9979720596469559,8.65578604513762e-05,-6.200734605399688
1.0,,2,auto,poly,0.9979576757570541,0.00014174841150898685,-6.193666784897902
0.01,,1,3,poly,0.99769879033158,0.0001721988088506935,-6.074320351515182
1.0,,3,auto,poly,0.9976172897048032,6.360408351643423e-05,-6.039516659721839
0.01,,1,2,poly,0.9975645530654887,0.0001361191310864357,-6.017624993289576
1.0,balanced,3,3,poly,0.9975501718187338,0.00012628439375827438,-6.011737386980178
1.0,balanced,3,2,poly,0.9970228110566411,0.0001503819363059474,-5.8167757312571275
0.01,,3,auto,linear,0.9966200987986895,0.00013390348038021209,-5.689908800295938
0.01,,1,2,linear,0.9966200987986895,0.00013390348038021209,-5.689908800295938
0.01,,2,auto,linear,0.9966200987986895,0.00013390348038021209,-5.689908800295938
0.01,,1,1,poly,0.9966200987986895,0.00013390348038021209,-5.689908800295938
0.01,,1,3,linear,0.9966200987986895,0.00013390348038021209,-5.689908800295938
0.01,,3,2,linear,0.9966200987986895,0.00013390348038021209,-5.689908800295938
0.01,,1,auto,linear,0.9966200987986895,0.00013390348038021209,-5.689908800295938
0.01,,2,1,linear,0.9966200987986895,0.00013390348038021209,-5.689908800295938
0.01,,2,2,linear,0.9966200987986895,0.00013390348038021209,-5.689908800295938
0.01,,2,3,linear,0.9966200987986895,0.00013390348038021209,-5.689908800295938
0.01,,3,1,linear,0.9966200987986895,0.00013390348038021209,-5.689908800295938
0.01,,3,3,linear,0.9966200987986895,0.00013390348038021209,-5.689908800295938
0.01,,1,1,linear,0.9966200987986895,0.00013390348038021209,-5.689908800295938
0.1,balanced,3,3,poly,0.9965146279333685,0.00027647753825464383,-5.6591804781637585
1.0,balanced,3,1,poly,0.9958194713643678,0.0002999937488396232,-5.477317572587257
0.1,balanced,3,2,poly,0.9956037326670636,0.000386689468941762,-5.426999431519899
0.1,,2,auto,poly,0.9951770494810512,7.788376040236087e-05,-5.33436939734068
0.01,balanced,3,3,poly,0.9947695440487785,0.00043051201805257774,-5.253256824739386
0.01,balanced,3,2,poly,0.9947455716267651,0.0003494979657780564,-5.248684058260741
0.1,balanced,3,1,poly,0.9947359840140091,0.00026676157568953333,-5.246861048111356
0.1,,1,auto,poly,0.9946401008763637,6.356894882457742e-05,-5.2288101242936325
0.1,,3,auto,poly,0.9944866867758883,4.007938335768854e-05,-5.200589525441326
1.0,balanced,2,3,poly,0.9943908057067926,0.0005084675362094552,-5.183348189510965
0.01,,3,auto,poly,0.9943524493948775,1.1721325178391406e-05,-5.176533349038543
0.01,,2,auto,poly,0.9943524493948775,1.1721325178391406e-05,-5.176533349038543
0.01,,1,auto,poly,0.9943524493948775,1.1721325178391406e-05,-5.176533349038543
1.0,balanced,2,2,poly,0.9942565674064262,0.0003579658967014118,-5.159698234571338
1.0,balanced,2,1,poly,0.9939161781364316,0.0002902048399322544,-5.102122184506121
0.1,balanced,2,3,poly,0.9938538533097638,0.00029655905118279905,-5.091929947964111
0.1,balanced,2,2,poly,0.9933600521227628,0.0004425356618530358,-5.014651165338278
0.01,balanced,3,1,poly,0.993187461647581,0.0004821541077222517,-4.988990489295738
0.1,balanced,2,1,poly,0.9922238304314781,0.0005266288714820212,-4.856691405410282
0.01,balanced,2,3,poly,0.9921039760210137,0.0005919670951067527,-4.841395940003205
0.01,balanced,2,2,poly,0.9915909984593064,0.0004452161231835493,-4.778452534911798
0.01,balanced,2,1,poly,0.9906801023885654,0.00013850393063652384,-4.675603636242559
1.0,balanced,3,auto,poly,0.9891795230274528,0.00031386668765051617,-4.526314924044909
1.0,balanced,2,auto,poly,0.9889014593885616,0.00018071514778982705,-4.500941655754621
1.0,balanced,1,3,poly,0.9879665925046794,0.0002725387712005956,-4.420068539284373
1.0,balanced,1,2,poly,0.9879474154404566,0.00026632498393966577,-4.4184761557752035
1.0,balanced,2,1,linear,0.9876262038092818,0.000477912838208195,-4.392174252776868
1.0,balanced,2,2,linear,0.9876262038092818,0.000477912838208195,-4.392174252776868
1.0,balanced,1,1,poly,0.9876262038092818,0.000477912838208195,-4.392174252776868
1.0,balanced,1,2,linear,0.9876262038092818,0.000477912838208195,-4.392174252776868
1.0,balanced,1,3,linear,0.9876262038092818,0.000477912838208195,-4.392174252776868
1.0,balanced,1,auto,linear,0.9876262038092818,0.000477912838208195,-4.392174252776868
1.0,balanced,1,1,linear,0.9876262038092818,0.000477912838208195,-4.392174252776868
1.0,balanced,2,3,linear,0.9876262038092818,0.000477912838208195,-4.392174252776868
1.0,balanced,2,auto,linear,0.9876262038092818,0.000477912838208195,-4.392174252776868
1.0,balanced,3,1,linear,0.9876262038092818,0.000477912838208195,-4.392174252776868
1.0,balanced,3,2,linear,0.9876262038092818,0.000477912838208195,-4.392174252776868
1.0,balanced,3,3,linear,0.9876262038092818,0.000477912838208195,-4.392174252776868
1.0,balanced,3,auto,linear,0.9876262038092818,0.000477912838208195,-4.392174252776868
0.1,balanced,1,3,poly,0.987463202785567,0.00020963057824358527,-4.37908718194652
0.1,balanced,1,2,poly,0.9873241708512019,0.0002810458724253058,-4.368058315565686
0.1,balanced,3,3,linear,0.9870365183354408,0.00044686536843333274,-4.345618977180413
0.1,balanced,3,2,linear,0.9870365183354408,0.00044686536843333274,-4.345618977180413
0.1,balanced,1,1,linear,0.9870365183354408,0.00044686536843333274,-4.345618977180413
0.1,balanced,1,2,linear,0.9870365183354408,0.00044686536843333274,-4.345618977180413
0.1,balanced,3,1,linear,0.9870365183354408,0.00044686536843333274,-4.345618977180413
0.1,balanced,3,auto,linear,0.9870365183354408,0.00044686536843333274,-4.345618977180413
0.1,balanced,1,auto,linear,0.9870365183354408,0.00044686536843333274,-4.345618977180413
0.1,balanced,1,3,linear,0.9870365183354408,0.00044686536843333274,-4.345618977180413
0.1,balanced,2,auto,linear,0.9870365183354408,0.00044686536843333274,-4.345618977180413
0.1,balanced,2,3,linear,0.9870365183354408,0.00044686536843333274,-4.345618977180413
0.1,balanced,2,1,linear,0.9870365183354408,0.00044686536843333274,-4.345618977180413
0.1,balanced,2,2,linear,0.9870365183354408,0.00044686536843333274,-4.345618977180413
0.1,balanced,1,1,poly,0.9870365183354408,0.00044686536843333274,-4.345618977180413
1.0,balanced,1,auto,poly,0.9866913379596746,0.00042224652751863374,-4.3193401745185325
0.01,balanced,1,3,poly,0.9864947754072378,0.00041046166779813416,-4.304678661534326
0.01,balanced,1,2,poly,0.9861687712912584,0.00041887462892354553,-4.28082629352504
0.01,balanced,1,2,linear,0.9859674153346617,0.0005702875669164945,-4.266373177648338
0.01,balanced,1,1,poly,0.9859674153346617,0.0005702875669164945,-4.266373177648338
0.01,balanced,1,1,linear,0.9859674153346617,0.0005702875669164945,-4.266373177648338
0.01,balanced,1,3,linear,0.9859674153346617,0.0005702875669164945,-4.266373177648338
0.01,balanced,3,1,linear,0.9859674153346617,0.0005702875669164945,-4.266373177648338
0.01,balanced,2,1,linear,0.9859674153346617,0.0005702875669164945,-4.266373177648338
0.01,balanced,3,auto,linear,0.9859674153346617,0.0005702875669164945,-4.266373177648338
0.01,balanced,3,3,linear,0.9859674153346617,0.0005702875669164945,-4.266373177648338
0.01,balanced,1,auto,linear,0.9859674153346617,0.0005702875669164945,-4.266373177648338
0.01,balanced,3,2,linear,0.9859674153346617,0.0005702875669164945,-4.266373177648338
0.01,balanced,2,2,linear,0.9859674153346617,0.0005702875669164945,-4.266373177648338
0.01,balanced,2,3,linear,0.9859674153346617,0.0005702875669164945,-4.266373177648338
0.01,balanced,2,auto,linear,0.9859674153346617,0.0005702875669164945,-4.266373177648338
0.1,balanced,2,auto,poly,0.9858235899961366,0.0005082698905611753,-4.256175963143231
0.1,balanced,1,auto,poly,0.9849462530408097,0.0006774118247320192,-4.196128351386432
0.1,balanced,3,auto,poly,0.9841216549082663,0.0006137549572955292,-4.142799041960633
0.01,balanced,3,auto,poly,0.9807657255543717,0.0005023385080755457,-3.951061464018127
0.01,balanced,2,auto,poly,0.9771269416856534,0.0005955538729673361,-3.7777955538562047
0.01,balanced,1,auto,poly,0.9762495985246773,0.0007232053943635825,-3.740155844420248
