class_weight,criterion,max_depth,accuracy_val,std_accuracy_val,log_accuracy_val
,gini,16.0,0.9984711690220799,0.0002964303129150584,6.48325190234442
,gini,18.0,0.9984472827210438,0.00038144469609809354,6.467748799710205
,gini,20.0,0.9983875648284881,0.00046564363349703176,6.430009713816098
,gini,22.0,0.9982681226234785,0.0005301149570978983,6.358549270123376
,gini,24.0,0.9982681226234785,0.0005301149570978983,6.358549270123376
,gini,,0.9982681226234785,0.0005301149570978983,6.358549270123376
,entropy,16.0,0.9983756166847162,0.00015753551690602893,6.422627033515023
,entropy,18.0,0.9984353360039158,0.0001903471557872485,6.460084177028856
,entropy,20.0,0.9984472798677558,0.00022344446852936935,6.467746962102447
,entropy,22.0,0.9984353374305599,0.000230969761852529,6.460085088818729
,entropy,24.0,0.9984233928533979,0.0002221576679326583,6.452480116428451
,entropy,,0.9984233928533979,0.0002221576679326583,6.452480116428451
balanced,gini,16.0,0.9974559391690399,0.0008158399758110374,5.973993722249198
balanced,gini,18.0,0.9977664817688445,0.0007625198467457328,6.10417725461062
balanced,gini,20.0,0.9980411920638076,0.000724929282494858,6.2354191865860145
balanced,gini,22.0,0.9983397900864504,0.0004886623789002725,6.4008112306627405
balanced,gini,24.0,0.9983636771008083,0.00046656112269507,6.41530368913264
balanced,gini,,0.9984592272982059,0.0003123567545067688,6.475471233981506
balanced,entropy,16.0,0.9983517289570362,0.00014916025342920147,6.408028393200346
balanced,entropy,18.0,0.9984353381438819,0.0003077590539142354,6.460085544713906
balanced,entropy,20.0,0.9985547767822813,0.00024593082760176186,6.539491493418042
balanced,entropy,22.0,0.9985189451907616,0.00028614546975728696,6.515000736117634
balanced,entropy,24.0,0.9985428336317634,0.0002790771042143623,6.5312615728130865
balanced,entropy,,0.9986144968148032,0.00022471370112551388,6.581691894712738
